Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570554000,2019-10-08 17:00:00.000,,,,465221,466112,464708,
1570554000,2019-10-08 17:00:00.000,28402,,,,,,
1570555800,2019-10-08 17:30:00.000,,,,465237,466112,464691,
1570554300,2019-10-08 17:05:00.000,26501,,,,,,
1570554600,2019-10-08 17:10:00.000,30564,,,,,,
1570554900,2019-10-08 17:15:00.000,28574,,,,,,
1570555200,2019-10-08 17:20:00.000,30638,,,,,,
1570555500,2019-10-08 17:25:00.000,26713,,,,,,
1570555800,2019-10-08 17:30:00.000,28722,,,,,,
1570556100,2019-10-08 17:35:00.000,26623,,,,,,
1570556400,2019-10-08 17:40:00.000,26532,,,,,,
1570556700,2019-10-08 17:45:00.000,28667,,,,,,
1570557000,2019-10-08 17:50:00.000,28500,,,,,,
1570557300,2019-10-08 17:55:00.000,28474,,,,,,
