Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570291200,2019-10-05 16:00:00.000,,,,465203,466069,464667,
1570291200,2019-10-05 16:00:00.000,26279,,,,,,
1570293000,2019-10-05 16:30:00.000,,,,465218,466097,464661,
1570291500,2019-10-05 16:05:00.000,26943,,,,,,
1570291800,2019-10-05 16:10:00.000,24535,,,,,,
1570292100,2019-10-05 16:15:00.000,26520,,,,,,
1570292400,2019-10-05 16:20:00.000,24564,,,,,,
1570292700,2019-10-05 16:25:00.000,28407,,,,,,
1570293000,2019-10-05 16:30:00.000,26675,,,,,,
1570293300,2019-10-05 16:35:00.000,24537,,,,,,
1570293600,2019-10-05 16:40:00.000,26620,,,,,,
1570293900,2019-10-05 16:45:00.000,26398,,,,,,
1570294200,2019-10-05 16:50:00.000,24370,,,,,,
1570294500,2019-10-05 16:55:00.000,26940,,,,,,
