Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570550400,2019-10-08 16:00:00.000,,,,465219,466082,464659,
1570550400,2019-10-08 16:00:00.000,30676,,,,,,
1570552200,2019-10-08 16:30:00.000,,,,465248,466123,464681,
1570550700,2019-10-08 16:05:00.000,26995,,,,,,
1570551000,2019-10-08 16:10:00.000,28624,,,,,,
1570551300,2019-10-08 16:15:00.000,28605,,,,,,
1570551600,2019-10-08 16:20:00.000,30672,,,,,,
1570551900,2019-10-08 16:25:00.000,28849,,,,,,
1570552200,2019-10-08 16:30:00.000,30865,,,,,,
1570552500,2019-10-08 16:35:00.000,30667,,,,,,
1570552800,2019-10-08 16:40:00.000,28651,,,,,,
1570553100,2019-10-08 16:45:00.000,28603,,,,,,
1570553400,2019-10-08 16:50:00.000,30495,,,,,,
1570553700,2019-10-08 16:55:00.000,30796,,,,,,
