Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570298400,2019-10-05 18:00:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,37600,8610,90,0,
1570298700,2019-10-05 18:05:00.000,57.977879N 10.547308E 183m,GNSS locked,10,Time OK,Coarse lock,3700,8505,90,3437,
1570299000,2019-10-05 18:10:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,5300,8598,90,0,
1570299300,2019-10-05 18:15:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,15700,8598,90,0,
1570299600,2019-10-05 18:20:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,28400,8598,90,0,
1570299900,2019-10-05 18:25:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,43400,8598,90,0,
1570300200,2019-10-05 18:30:00.000,57.977879N 10.547308E 183m,GNSS locked,9,Time OK,Fine lock,200,8604,100,-208,
1570300500,2019-10-05 18:35:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,8800,8603,90,0,
1570300800,2019-10-05 18:40:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,19600,8603,90,0,
1570301100,2019-10-05 18:45:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,32100,8603,90,0,
1570301400,2019-10-05 18:50:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,47000,8603,90,0,
1570301700,2019-10-05 18:55:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,1300,8601,90,0,
