Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570546800,2019-10-08 15:00:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,23800,8614,90,0,
1570547100,2019-10-08 15:05:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,34800,8614,90,0,
1570547400,2019-10-08 15:10:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,47500,8614,90,0,
1570547700,2019-10-08 15:15:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,1400,8611,90,0,
1570548000,2019-10-08 15:20:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,10200,8611,90,0,
1570548300,2019-10-08 15:25:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,20300,8611,90,0,
1570548600,2019-10-08 15:30:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,32500,8611,90,0,
1570548900,2019-10-08 15:35:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,46700,8611,90,0,
1570549200,2019-10-08 15:40:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,1100,8605,90,0,
1570549500,2019-10-08 15:45:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,9700,8605,90,0,
1570549800,2019-10-08 15:50:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,19300,8605,90,0,
1570550100,2019-10-08 15:55:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,30200,8605,90,0,
