Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1569909600,2019-10-01 06:00:00.000,,,,465231,466127,464709,
1569909600,2019-10-01 06:00:00.000,18933,,,,,,
1569911400,2019-10-01 06:30:00.000,,,,465233,466119,464692,
1569909900,2019-10-01 06:05:00.000,18809,,,,,,
1569910200,2019-10-01 06:10:00.000,20601,,,,,,
1569910500,2019-10-01 06:15:00.000,18654,,,,,,
1569910800,2019-10-01 06:20:00.000,20902,,,,,,
1569911100,2019-10-01 06:25:00.000,24650,,,,,,
1569911400,2019-10-01 06:30:00.000,21066,,,,,,
1569911700,2019-10-01 06:35:00.000,20744,,,,,,
1569912000,2019-10-01 06:40:00.000,-14207,,,,,,
1569912300,2019-10-01 06:45:00.000,20679,,,,,,
1569912600,2019-10-01 06:50:00.000,20775,,,,,,
1569912900,2019-10-01 06:55:00.000,20902,,,,,,
