Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570078800,2019-10-03 05:00:00.000,,,,465386,466338,464883,
1570078800,2019-10-03 05:00:00.000,34291,,,,,,
1570080600,2019-10-03 05:30:00.000,,,,465388,466349,464884,
1570079100,2019-10-03 05:05:00.000,34439,,,,,,
1570079400,2019-10-03 05:10:00.000,36113,,,,,,
1570079700,2019-10-03 05:15:00.000,34300,,,,,,
1570080000,2019-10-03 05:20:00.000,36405,,,,,,
1570080300,2019-10-03 05:25:00.000,34496,,,,,,
1570080600,2019-10-03 05:30:00.000,34417,,,,,,
1570080900,2019-10-03 05:35:00.000,34436,,,,,,
1570081200,2019-10-03 05:40:00.000,34147,,,,,,
1570081500,2019-10-03 05:45:00.000,30199,,,,,,
1570081800,2019-10-03 05:50:00.000,36046,,,,,,
1570082100,2019-10-03 05:55:00.000,34451,,,,,,
