Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570600800,2019-10-09 06:00:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,20100,8554,90,0,
1570601100,2019-10-09 06:05:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,29400,8554,90,0,
1570601400,2019-10-09 06:10:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,38600,8554,90,0,
1570601700,2019-10-09 06:15:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,47600,8554,90,0,
1570602000,2019-10-09 06:20:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,400,8555,90,0,
1570602300,2019-10-09 06:25:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,9900,8555,90,0,
1570602600,2019-10-09 06:30:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,19700,8555,90,0,
1570602900,2019-10-09 06:35:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,29400,8555,90,0,
1570603200,2019-10-09 06:40:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,39000,8555,90,0,
1570603500,2019-10-09 06:45:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,48500,8555,90,0,
1570603800,2019-10-09 06:50:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,1500,8553,90,0,
1570604100,2019-10-09 06:55:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,10500,8553,90,0,
