Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570316400,2019-10-05 23:00:00.000,,,,465275,466168,464730,
1570316400,2019-10-05 23:00:00.000,26716,,,,,,
1570318200,2019-10-05 23:30:00.000,,,,465262,466176,464745,
1570316700,2019-10-05 23:05:00.000,26427,,,,,,
1570317000,2019-10-05 23:10:00.000,26649,,,,,,
1570317300,2019-10-05 23:15:00.000,26338,,,,,,
1570317600,2019-10-05 23:20:00.000,26558,,,,,,
1570317900,2019-10-05 23:25:00.000,20739,,,,,,
1570318200,2019-10-05 23:30:00.000,26804,,,,,,
1570318500,2019-10-05 23:35:00.000,24344,,,,,,
1570318800,2019-10-05 23:40:00.000,24389,,,,,,
1570319100,2019-10-05 23:45:00.000,24468,,,,,,
1570319400,2019-10-05 23:50:00.000,26656,,,,,,
1570319700,2019-10-05 23:55:00.000,26666,,,,,,
