Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570359600,2019-10-06 11:00:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,46400,8629,90,0,
1570359900,2019-10-06 11:05:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,1800,8629,90,0,
1570360200,2019-10-06 11:10:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,12300,8629,90,0,
1570360500,2019-10-06 11:15:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,25900,8629,90,0,
1570360800,2019-10-06 11:20:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,43200,8629,90,0,
1570361100,2019-10-06 11:25:00.000,57.977879N 10.547308E 183m,GNSS locked,10,Time OK,Fine lock,300,8632,100,208,
1570361400,2019-10-06 11:30:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,11900,8631,90,0,
1570361700,2019-10-06 11:35:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,30000,8631,90,0,
1570362000,2019-10-06 11:40:00.000,57.977879N 10.547308E 183m,GNSS unlocked,0,Time OK,Free running,53800,8631,90,0,
1570362300,2019-10-06 11:45:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,4800,8643,90,0,
1570362600,2019-10-06 11:50:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,19900,8643,90,0,
1570362900,2019-10-06 11:55:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,42000,8643,90,0,
