Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570478400,2019-10-07 20:00:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,38000,8596,90,0,
1570478700,2019-10-07 20:05:00.000,57.977879N 10.547308E 183m,GNSS locked,6,Time OK,Coarse lock,5400,8455,90,4895,
1570479000,2019-10-07 20:10:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,3500,8588,90,0,
1570479300,2019-10-07 20:15:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,12900,8588,90,0,
1570479600,2019-10-07 20:20:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,23700,8588,90,0,
1570479900,2019-10-07 20:25:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,36300,8588,90,0,
1570480200,2019-10-07 20:30:00.000,57.977879N 10.547308E 183m,GNSS unlocked,0,Time OK,Free running,51400,8588,90,0,
1570480500,2019-10-07 20:35:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,3600,8579,90,0,
1570480800,2019-10-07 20:40:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,12400,8579,90,0,
1570481100,2019-10-07 20:45:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,22700,8579,90,0,
1570481400,2019-10-07 20:50:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,34800,8579,90,0,
1570481700,2019-10-07 20:55:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,48600,8579,90,0,
