Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570287600,2019-10-05 15:00:00.000,,,,465183,466063,464647,
1570287600,2019-10-05 15:00:00.000,24740,,,,,,
1570289400,2019-10-05 15:30:00.000,,,,465199,466072,464650,
1570287900,2019-10-05 15:05:00.000,26436,,,,,,
1570288200,2019-10-05 15:10:00.000,26630,,,,,,
1570288500,2019-10-05 15:15:00.000,26484,,,,,,
1570288800,2019-10-05 15:20:00.000,26353,,,,,,
1570289100,2019-10-05 15:25:00.000,28402,,,,,,
1570289400,2019-10-05 15:30:00.000,28586,,,,,,
1570289700,2019-10-05 15:35:00.000,28548,,,,,,
1570290000,2019-10-05 15:40:00.000,24642,,,,,,
1570290300,2019-10-05 15:45:00.000,24411,,,,,,
1570290600,2019-10-05 15:50:00.000,26436,,,,,,
1570290900,2019-10-05 15:55:00.000,26350,,,,,,
