Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570096800,2019-10-03 10:00:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,27600,8560,90,0,
1570097100,2019-10-03 10:05:00.000,57.977879N 10.547308E 183m,GNSS unlocked,0,Time OK,Free running,53600,8560,90,0,
1570097400,2019-10-03 10:10:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,5300,8576,90,0,
1570097700,2019-10-03 10:15:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,22200,8576,90,0,
1570098000,2019-10-03 10:20:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,47200,8576,90,0,
1570098300,2019-10-03 10:25:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,4100,8580,90,0,
1570098600,2019-10-03 10:30:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,24000,8580,90,0,
1570098900,2019-10-03 10:35:00.000,57.977879N 10.547308E 183m,GNSS unlocked,0,Time OK,Free running,54500,8580,90,0,
1570099200,2019-10-03 10:40:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,5200,8598,90,0,
1570099500,2019-10-03 10:45:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,22800,8598,90,0,
1570099800,2019-10-03 10:50:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,48000,8598,90,0,
1570100100,2019-10-03 10:55:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,3000,8603,90,0,
