Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570496400,2019-10-08 01:00:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,3800,8574,90,0,
1570496700,2019-10-08 01:05:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,12800,8574,90,0,
1570497000,2019-10-08 01:10:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,21400,8574,90,0,
1570497300,2019-10-08 01:15:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,30300,8574,90,0,
1570497600,2019-10-08 01:20:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,39200,8574,90,0,
1570497900,2019-10-08 01:25:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,48600,8574,90,0,
1570498200,2019-10-08 01:30:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,1700,8566,90,0,
1570498500,2019-10-08 01:35:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,10700,8566,90,0,
1570498800,2019-10-08 01:40:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,19800,8566,90,0,
1570499100,2019-10-08 01:45:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,28400,8566,90,0,
1570499400,2019-10-08 01:50:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,37000,8566,90,0,
1570499700,2019-10-08 01:55:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,45800,8566,90,0,
