Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570370400,2019-10-06 14:00:00.000,,,,465139,465932,464547,
1570370400,2019-10-06 14:00:00.000,26704,,,,,,
1570372200,2019-10-06 14:30:00.000,,,,465107,465913,464531,
1570370700,2019-10-06 14:05:00.000,26563,,,,,,
1570371000,2019-10-06 14:10:00.000,26666,,,,,,
1570371300,2019-10-06 14:15:00.000,26599,,,,,,
1570371600,2019-10-06 14:20:00.000,26802,,,,,,
1570371900,2019-10-06 14:25:00.000,27081,,,,,,
1570372200,2019-10-06 14:30:00.000,26723,,,,,,
1570372500,2019-10-06 14:35:00.000,26799,,,,,,
1570372800,2019-10-06 14:40:00.000,26773,,,,,,
1570373100,2019-10-06 14:45:00.000,26976,,,,,,
1570373400,2019-10-06 14:50:00.000,26709,,,,,,
1570373700,2019-10-06 14:55:00.000,26594,,,,,,
