Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1569992400,2019-10-02 05:00:00.000,,,,465268,466168,464733,
1569992400,2019-10-02 05:00:00.000,20472,,,,,,
1569994200,2019-10-02 05:30:00.000,,,,465271,466185,464752,
1569992700,2019-10-02 05:05:00.000,24489,,,,,,
1569993000,2019-10-02 05:10:00.000,20529,,,,,,
1569993300,2019-10-02 05:15:00.000,20527,,,,,,
1569993600,2019-10-02 05:20:00.000,20610,,,,,,
1569993900,2019-10-02 05:25:00.000,20882,,,,,,
1569994200,2019-10-02 05:30:00.000,24155,,,,,,
1569994500,2019-10-02 05:35:00.000,24174,,,,,,
1569994800,2019-10-02 05:40:00.000,20699,,,,,,
1569995100,2019-10-02 05:45:00.000,20785,,,,,,
1569995400,2019-10-02 05:50:00.000,20517,,,,,,
1569995700,2019-10-02 05:55:00.000,24052,,,,,,
