Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1569888000,2019-10-01 00:00:00.000,,,,465239,466138,464718,
1569888000,2019-10-01 00:00:00.000,16492,,,,,,
1569889800,2019-10-01 00:30:00.000,,,,465238,466128,464697,
1569888300,2019-10-01 00:05:00.000,18601,,,,,,
1569888600,2019-10-01 00:10:00.000,18616,,,,,,
1569888900,2019-10-01 00:15:00.000,16798,,,,,,
1569889200,2019-10-01 00:20:00.000,18766,,,,,,
1569889500,2019-10-01 00:25:00.000,16492,,,,,,
1569889800,2019-10-01 00:30:00.000,20450,,,,,,
1569890100,2019-10-01 00:35:00.000,18401,,,,,,
1569890400,2019-10-01 00:40:00.000,16693,,,,,,
1569890700,2019-10-01 00:45:00.000,16554,,,,,,
1569891000,2019-10-01 00:50:00.000,18565,,,,,,
1569891300,2019-10-01 00:55:00.000,18441,,,,,,
