Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1569913200,2019-10-01 07:00:00.000,,,,465239,466127,464711,
1569913200,2019-10-01 07:00:00.000,20882,,,,,,
1569915000,2019-10-01 07:30:00.000,,,,465230,466125,464690,
1569913500,2019-10-01 07:05:00.000,18747,,,,,,
1569913800,2019-10-01 07:10:00.000,24726,,,,,,
1569914100,2019-10-01 07:15:00.000,20670,,,,,,
1569914400,2019-10-01 07:20:00.000,20825,,,,,,
1569914700,2019-10-01 07:25:00.000,20510,,,,,,
1569915000,2019-10-01 07:30:00.000,18900,,,,,,
1569915300,2019-10-01 07:35:00.000,20670,,,,,,
1569915600,2019-10-01 07:40:00.000,18682,,,,,,
1569915900,2019-10-01 07:45:00.000,20942,,,,,,
1569916200,2019-10-01 07:50:00.000,-18409,,,,,,
1569916500,2019-10-01 07:55:00.000,20811,,,,,,
