Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570507200,2019-10-08 04:00:00.000,,,,465317,466211,464758,
1570507200,2019-10-08 04:00:00.000,28605,,,,,,
1570509000,2019-10-08 04:30:00.000,,,,465285,466196,464747,
1570507500,2019-10-08 04:05:00.000,26611,,,,,,
1570507800,2019-10-08 04:10:00.000,26850,,,,,,
1570508100,2019-10-08 04:15:00.000,28610,,,,,,
1570508400,2019-10-08 04:20:00.000,26635,,,,,,
1570508700,2019-10-08 04:25:00.000,28464,,,,,,
1570509000,2019-10-08 04:30:00.000,26754,,,,,,
1570509300,2019-10-08 04:35:00.000,26835,,,,,,
1570509600,2019-10-08 04:40:00.000,28710,,,,,,
1570509900,2019-10-08 04:45:00.000,26572,,,,,,
1570510200,2019-10-08 04:50:00.000,28483,,,,,,
1570510500,2019-10-08 04:55:00.000,29348,,,,,,
