Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570122000,2019-10-03 17:00:00.000,,,,465172,466001,464596,
1570122000,2019-10-03 17:00:00.000,26869,,,,,,
1570123800,2019-10-03 17:30:00.000,,,,465183,466041,464629,
1570122300,2019-10-03 17:05:00.000,25679,,,,,,
1570122600,2019-10-03 17:10:00.000,28357,,,,,,
1570122900,2019-10-03 17:15:00.000,28390,,,,,,
1570123200,2019-10-03 17:20:00.000,28362,,,,,,
1570123500,2019-10-03 17:25:00.000,28572,,,,,,
1570123800,2019-10-03 17:30:00.000,26921,,,,,,
1570124100,2019-10-03 17:35:00.000,26455,,,,,,
1570124400,2019-10-03 17:40:00.000,30514,,,,,,
1570124700,2019-10-03 17:45:00.000,28572,,,,,,
1570125000,2019-10-03 17:50:00.000,28378,,,,,,
1570125300,2019-10-03 17:55:00.000,28517,,,,,,
