Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570273200,2019-10-05 11:00:00.000,,,,465206,466068,464661,
1570273200,2019-10-05 11:00:00.000,26721,,,,,,
1570275000,2019-10-05 11:30:00.000,,,,465181,466072,464658,
1570273500,2019-10-05 11:05:00.000,26546,,,,,,
1570273800,2019-10-05 11:10:00.000,26613,,,,,,
1570274100,2019-10-05 11:15:00.000,28825,,,,,,
1570274400,2019-10-05 11:20:00.000,28560,,,,,,
1570274700,2019-10-05 11:25:00.000,26276,,,,,,
1570275000,2019-10-05 11:30:00.000,28407,,,,,,
1570275300,2019-10-05 11:35:00.000,10814,,,,,,
1570275600,2019-10-05 11:40:00.000,28438,,,,,,
1570275900,2019-10-05 11:45:00.000,28440,,,,,,
1570276200,2019-10-05 11:50:00.000,26608,,,,,,
1570276500,2019-10-05 11:55:00.000,26525,,,,,,
