Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570356000,2019-10-06 10:00:00.000,57.977879N 10.547308E 183m,GNSS unlocked,0,Time OK,Free running,51100,8610,90,0,
1570356300,2019-10-06 10:05:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,4100,8619,90,0,
1570356600,2019-10-06 10:10:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,15500,8619,90,0,
1570356900,2019-10-06 10:15:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,29100,8619,90,0,
1570357200,2019-10-06 10:20:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,44800,8619,90,0,
1570357500,2019-10-06 10:25:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,1100,8625,90,0,
1570357800,2019-10-06 10:30:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,14000,8625,90,0,
1570358100,2019-10-06 10:35:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,33000,8625,90,0,
1570358400,2019-10-06 10:40:00.000,57.977879N 10.547308E 183m,GNSS locked,10,Time OK,Coarse lock,200,8624,90,104,
1570358700,2019-10-06 10:45:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,6300,8629,90,0,
1570359000,2019-10-06 10:50:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,19900,8629,90,0,
1570359300,2019-10-06 10:55:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,33700,8629,90,0,
