Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570525200,2019-10-08 09:00:00.000,,,,465273,466164,464733,
1570525200,2019-10-08 09:00:00.000,28644,,,,,,
1570527000,2019-10-08 09:30:00.000,,,,465264,466158,464742,
1570525500,2019-10-08 09:05:00.000,28340,,,,,,
1570525800,2019-10-08 09:10:00.000,1326,,,,,,
1570526100,2019-10-08 09:15:00.000,26429,,,,,,
1570526400,2019-10-08 09:20:00.000,26613,,,,,,
1570526700,2019-10-08 09:25:00.000,28584,,,,,,
1570527000,2019-10-08 09:30:00.000,30356,,,,,,
1570527300,2019-10-08 09:35:00.000,30586,,,,,,
1570527600,2019-10-08 09:40:00.000,28455,,,,,,
1570527900,2019-10-08 09:45:00.000,26690,,,,,,
1570528200,2019-10-08 09:50:00.000,28297,,,,,,
1570528500,2019-10-08 09:55:00.000,28538,,,,,,
