Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570028400,2019-10-02 15:00:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,45300,8681,90,0,
1570028700,2019-10-02 15:05:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,400,8676,90,0,
1570029000,2019-10-02 15:10:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,9300,8676,90,0,
1570029300,2019-10-02 15:15:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,19000,8676,90,0,
1570029600,2019-10-02 15:20:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,28900,8676,90,0,
1570029900,2019-10-02 15:25:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,38300,8676,90,0,
1570030200,2019-10-02 15:30:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,47500,8676,90,0,
1570030500,2019-10-02 15:35:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,400,8682,90,0,
1570030800,2019-10-02 15:40:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,9100,8682,90,0,
1570031100,2019-10-02 15:45:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,19500,8682,90,0,
1570031400,2019-10-02 15:50:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,32300,8682,90,0,
1570031700,2019-10-02 15:55:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,48100,8682,90,0,
