Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570478400,2019-10-07 20:00:00.000,,,,465251,466140,464731,
1570478400,2019-10-07 20:00:00.000,24736,,,,,,
1570480200,2019-10-07 20:30:00.000,,,,465275,466180,464739,
1570478700,2019-10-07 20:05:00.000,28737,,,,,,
1570479000,2019-10-07 20:10:00.000,25211,,,,,,
1570479300,2019-10-07 20:15:00.000,26128,,,,,,
1570479600,2019-10-07 20:20:00.000,27411,,,,,,
1570479900,2019-10-07 20:25:00.000,24712,,,,,,
1570480200,2019-10-07 20:30:00.000,25562,,,,,,
1570480500,2019-10-07 20:35:00.000,39632,,,,,,
1570480800,2019-10-07 20:40:00.000,25457,,,,,,
1570481100,2019-10-07 20:45:00.000,26594,,,,,,
1570481400,2019-10-07 20:50:00.000,26725,,,,,,
1570481700,2019-10-07 20:55:00.000,25502,,,,,,
