Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570215600,2019-10-04 19:00:00.000,57.977879N 10.547308E 183m,Off,7,Time OK,Free running,16100,8589,90,0,
1570215900,2019-10-04 19:05:00.000,57.977879N 10.547308E 183m,Off,7,Time OK,Free running,28100,8589,90,0,
1570216200,2019-10-04 19:10:00.000,57.977879N 10.547308E 183m,Off,7,Time OK,Free running,43200,8589,90,0,
1570216500,2019-10-04 19:15:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,700,8590,90,0,
1570216800,2019-10-04 19:20:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,9500,8590,90,0,
1570217100,2019-10-04 19:25:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,19800,8590,90,0,
1570217400,2019-10-04 19:30:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,32200,8590,90,0,
1570217700,2019-10-04 19:35:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,46900,8590,90,0,
1570218000,2019-10-04 19:40:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,500,8584,90,0,
1570218300,2019-10-04 19:45:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,10000,8584,90,0,
1570218600,2019-10-04 19:50:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,20800,8584,90,0,
1570218900,2019-10-04 19:55:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,33200,8584,90,0,
