Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570330800,2019-10-06 03:00:00.000,57.977879N 10.547308E 183m,GNSS locked,10,Time OK,Fine lock,300,8574,100,-208,
1570331100,2019-10-06 03:05:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,9000,8573,90,0,
1570331400,2019-10-06 03:10:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,18400,8573,90,0,
1570331700,2019-10-06 03:15:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,27400,8573,90,0,
1570332000,2019-10-06 03:20:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,36100,8573,90,0,
1570332300,2019-10-06 03:25:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,44700,8573,90,0,
1570332600,2019-10-06 03:30:00.000,57.977879N 10.547308E 183m,GNSS locked,9,Time OK,Coarse lock,500,8573,90,312,
1570332900,2019-10-06 03:35:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,6000,8573,90,0,
1570333200,2019-10-06 03:40:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,14500,8573,90,0,
1570333500,2019-10-06 03:45:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,23000,8573,90,0,
1570333800,2019-10-06 03:50:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,31800,8573,90,0,
1570334100,2019-10-06 03:55:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,40700,8573,90,0,
