Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570096800,2019-10-03 10:00:00.000,,,,465301,466189,464748,
1570096800,2019-10-03 10:00:00.000,36342,,,,,,
1570098600,2019-10-03 10:30:00.000,,,,465279,466190,464743,
1570097100,2019-10-03 10:05:00.000,34589,,,,,,
1570097400,2019-10-03 10:10:00.000,34276,,,,,,
1570097700,2019-10-03 10:15:00.000,36166,,,,,,
1570098000,2019-10-03 10:20:00.000,34252,,,,,,
1570098300,2019-10-03 10:25:00.000,36283,,,,,,
1570098600,2019-10-03 10:30:00.000,34281,,,,,,
1570098900,2019-10-03 10:35:00.000,36588,,,,,,
1570099200,2019-10-03 10:40:00.000,34391,,,,,,
1570099500,2019-10-03 10:45:00.000,34205,,,,,,
1570099800,2019-10-03 10:50:00.000,36254,,,,,,
1570100100,2019-10-03 10:55:00.000,34317,,,,,,
