Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570179600,2019-10-04 09:00:00.000,57.977879N 10.547308E 183m,GNSS locked,9,Time OK,Fine lock,300,8604,100,-312,
1570179900,2019-10-04 09:05:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,12000,8603,90,0,
1570180200,2019-10-04 09:10:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,30400,8603,90,0,
1570180500,2019-10-04 09:15:00.000,57.977879N 10.547308E 183m,GNSS locked,4,Time OK,Coarse lock,1300,8586,90,1250,
1570180800,2019-10-04 09:20:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,6300,8603,90,0,
1570181100,2019-10-04 09:25:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,21700,8603,90,0,
1570181400,2019-10-04 09:30:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,43100,8603,90,0,
1570181700,2019-10-04 09:35:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,700,8611,90,0,
1570182000,2019-10-04 09:40:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,12700,8611,90,0,
1570182300,2019-10-04 09:45:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,30500,8611,90,0,
1570182600,2019-10-04 09:50:00.000,57.977879N 10.547308E 183m,GNSS unlocked,0,Time OK,Free running,53700,8611,90,0,
1570182900,2019-10-04 09:55:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,4800,8619,90,0,
