Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570345200,2019-10-06 07:00:00.000,,,,465269,466208,464768,
1570345200,2019-10-06 07:00:00.000,28491,,,,,,
1570347000,2019-10-06 07:30:00.000,,,,465268,466177,464749,
1570345500,2019-10-06 07:05:00.000,24575,,,,,,
1570345800,2019-10-06 07:10:00.000,28825,,,,,,
1570346100,2019-10-06 07:15:00.000,28354,,,,,,
1570346400,2019-10-06 07:20:00.000,28526,,,,,,
1570346700,2019-10-06 07:25:00.000,28784,,,,,,
1570347000,2019-10-06 07:30:00.000,28577,,,,,,
1570347300,2019-10-06 07:35:00.000,26568,,,,,,
1570347600,2019-10-06 07:40:00.000,26933,,,,,,
1570347900,2019-10-06 07:45:00.000,28639,,,,,,
1570348200,2019-10-06 07:50:00.000,28405,,,,,,
1570348500,2019-10-06 07:55:00.000,28362,,,,,,
