Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570219200,2019-10-04 20:00:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,47600,8584,90,0,
1570219500,2019-10-04 20:05:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,300,8582,90,0,
1570219800,2019-10-04 20:10:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,9000,8582,90,0,
1570220100,2019-10-04 20:15:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,18900,8582,90,0,
1570220400,2019-10-04 20:20:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,30000,8582,90,0,
1570220700,2019-10-04 20:25:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,42700,8582,90,0,
1570221000,2019-10-04 20:30:00.000,57.977879N 10.547308E 183m,GNSS locked,9,Time OK,Fine lock,200,8573,100,-104,
1570221300,2019-10-04 20:35:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,7100,8580,90,0,
1570221600,2019-10-04 20:40:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,16400,8580,90,0,
1570221900,2019-10-04 20:45:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,26800,8580,90,0,
1570222200,2019-10-04 20:50:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,38400,8580,90,0,
1570222500,2019-10-04 20:55:00.000,57.977879N 10.547308E 183m,GNSS unlocked,0,Time OK,Free running,51300,8580,90,0,
