Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1569956400,2019-10-01 19:00:00.000,57.977879N 10.547308E 183m,GNSS locked,9,Time OK,Fine lock,200,8609,100,-104,
1569956700,2019-10-01 19:05:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,8800,8613,90,0,
1569957000,2019-10-01 19:10:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,20900,8613,90,0,
1569957300,2019-10-01 19:15:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,36600,8613,90,0,
1569957600,2019-10-01 19:20:00.000,57.977879N 10.547308E 183m,GNSS locked,6,Time OK,Coarse lock,1600,8563,90,1666,
1569957900,2019-10-01 19:25:00.000,57.977879N 10.547308E 183m,Off,7,Time OK,Free running,5600,8600,90,0,
1569958200,2019-10-01 19:30:00.000,57.977879N 10.547308E 183m,Off,7,Time OK,Free running,16600,8600,90,0,
1569958500,2019-10-01 19:35:00.000,57.977879N 10.547308E 183m,Off,7,Time OK,Free running,30600,8600,90,0,
1569958800,2019-10-01 19:40:00.000,57.977879N 10.547308E 183m,Off,7,Time OK,Free running,47700,8600,90,0,
1569959100,2019-10-01 19:45:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,2200,8607,90,0,
1569959400,2019-10-01 19:50:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,11400,8607,90,0,
1569959700,2019-10-01 19:55:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,23000,8607,90,0,
