Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570006800,2019-10-02 09:00:00.000,,,,465258,466162,464730,
1570006800,2019-10-02 09:00:00.000,65660,,,,,,
1570008600,2019-10-02 09:30:00.000,,,,465244,466109,464673,
1570007100,2019-10-02 09:05:00.000,26365,,,,,,
1570007400,2019-10-02 09:10:00.000,10749,,,,,,
1570007700,2019-10-02 09:15:00.000,26501,,,,,,
1570008000,2019-10-02 09:20:00.000,30404,,,,,,
1570008300,2019-10-02 09:25:00.000,24380,,,,,,
1570008600,2019-10-02 09:30:00.000,24523,,,,,,
1570008900,2019-10-02 09:35:00.000,24399,,,,,,
1570009200,2019-10-02 09:40:00.000,24974,,,,,,
1570009500,2019-10-02 09:45:00.000,20610,,,,,,
1570009800,2019-10-02 09:50:00.000,24509,,,,,,
1570010100,2019-10-02 09:55:00.000,24573,,,,,,
