Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570514400,2019-10-08 06:00:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,32800,8565,90,0,
1570514700,2019-10-08 06:05:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,42700,8565,90,0,
1570515000,2019-10-08 06:10:00.000,57.977879N 10.547308E 183m,GNSS locked,9,Time OK,Coarse lock,4800,8712,90,-4791,
1570515300,2019-10-08 06:15:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,4900,8578,90,0,
1570515600,2019-10-08 06:20:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,13800,8578,90,0,
1570515900,2019-10-08 06:25:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,22800,8578,90,0,
1570516200,2019-10-08 06:30:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,31700,8578,90,0,
1570516500,2019-10-08 06:35:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,40300,8578,90,0,
1570516800,2019-10-08 06:40:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,48800,8578,90,0,
1570517100,2019-10-08 06:45:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,1000,8570,90,0,
1570517400,2019-10-08 06:50:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,10400,8570,90,0,
1570517700,2019-10-08 06:55:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,20000,8570,90,0,
