Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570168800,2019-10-04 06:00:00.000,,,,465289,466225,464768,
1570168800,2019-10-04 06:00:00.000,28491,,,,,,
1570170600,2019-10-04 06:30:00.000,,,,465288,466210,464783,
1570169100,2019-10-04 06:05:00.000,34467,,,,,,
1570169400,2019-10-04 06:10:00.000,34209,,,,,,
1570169700,2019-10-04 06:15:00.000,30156,,,,,,
1570170000,2019-10-04 06:20:00.000,30363,,,,,,
1570170300,2019-10-04 06:25:00.000,28467,,,,,,
1570170600,2019-10-04 06:30:00.000,28641,,,,,,
1570170900,2019-10-04 06:35:00.000,30612,,,,,,
1570171200,2019-10-04 06:40:00.000,28295,,,,,,
1570171500,2019-10-04 06:45:00.000,30203,,,,,,
1570171800,2019-10-04 06:50:00.000,28230,,,,,,
1570172100,2019-10-04 06:55:00.000,28374,,,,,,
