Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570338000,2019-10-06 05:00:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,43800,8571,90,0,
1570338300,2019-10-06 05:05:00.000,57.977879N 10.547308E 183m,GNSS locked,7,Time OK,Coarse lock,300,8576,90,208,
1570338600,2019-10-06 05:10:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,5800,8563,90,0,
1570338900,2019-10-06 05:15:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,14600,8563,90,0,
1570339200,2019-10-06 05:20:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,23100,8563,90,0,
1570339500,2019-10-06 05:25:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,31700,8563,90,0,
1570339800,2019-10-06 05:30:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,40700,8563,90,0,
1570340100,2019-10-06 05:35:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,50000,8563,90,0,
1570340400,2019-10-06 05:40:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,3200,8571,90,0,
1570340700,2019-10-06 05:45:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,11700,8571,90,0,
1570341000,2019-10-06 05:50:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,20200,8571,90,0,
1570341300,2019-10-06 05:55:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,28700,8571,90,0,
