Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570399200,2019-10-06 22:00:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,16100,8571,90,0,
1570399500,2019-10-06 22:05:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,27100,8571,90,0,
1570399800,2019-10-06 22:10:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,39600,8571,90,0,
1570400100,2019-10-06 22:15:00.000,57.977879N 10.547308E 183m,GNSS locked,10,Time OK,Coarse lock,1800,8619,90,-1770,
1570400400,2019-10-06 22:20:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,5400,8569,90,0,
1570400700,2019-10-06 22:25:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,14300,8569,90,0,
1570401000,2019-10-06 22:30:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,24500,8569,90,0,
1570401300,2019-10-06 22:35:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,36400,8569,90,0,
1570401600,2019-10-06 22:40:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,49400,8569,90,0,
1570401900,2019-10-06 22:45:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,3200,8567,90,0,
1570402200,2019-10-06 22:50:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,12400,8567,90,0,
1570402500,2019-10-06 22:55:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,22200,8567,90,0,
