Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570255200,2019-10-05 06:00:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,38200,8564,90,0,
1570255500,2019-10-05 06:05:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,47800,8564,90,0,
1570255800,2019-10-05 06:10:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,1500,8569,90,0,
1570256100,2019-10-05 06:15:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,10100,8569,90,0,
1570256400,2019-10-05 06:20:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,18500,8569,90,0,
1570256700,2019-10-05 06:25:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,27400,8569,90,0,
1570257000,2019-10-05 06:30:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,36500,8569,90,0,
1570257300,2019-10-05 06:35:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,45500,8569,90,0,
1570257600,2019-10-05 06:40:00.000,57.977879N 10.547308E 183m,GNSS locked,9,Time OK,Fine lock,500,8572,100,416,
1570257900,2019-10-05 06:45:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,5600,8561,90,0,
1570258200,2019-10-05 06:50:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,15100,8561,90,0,
1570258500,2019-10-05 06:55:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,24800,8561,90,0,
