Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570410000,2019-10-07 01:00:00.000,,,,465295,466235,464773,
1570410000,2019-10-07 01:00:00.000,27041,,,,,,
1570411800,2019-10-07 01:30:00.000,,,,465295,466232,464772,
1570410300,2019-10-07 01:05:00.000,26656,,,,,,
1570410600,2019-10-07 01:10:00.000,28498,,,,,,
1570410900,2019-10-07 01:15:00.000,28507,,,,,,
1570411200,2019-10-07 01:20:00.000,24733,,,,,,
1570411500,2019-10-07 01:25:00.000,26766,,,,,,
1570411800,2019-10-07 01:30:00.000,26756,,,,,,
1570412100,2019-10-07 01:35:00.000,26541,,,,,,
1570412400,2019-10-07 01:40:00.000,24602,,,,,,
1570412700,2019-10-07 01:45:00.000,26522,,,,,,
1570413000,2019-10-07 01:50:00.000,44063,,,,,,
1570413300,2019-10-07 01:55:00.000,26496,,,,,,
