Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570086000,2019-10-03 07:00:00.000,,,,465387,466348,464886,
1570086000,2019-10-03 07:00:00.000,30402,,,,,,
1570087800,2019-10-03 07:30:00.000,,,,465374,466325,464883,
1570086300,2019-10-03 07:05:00.000,34231,,,,,,
1570086600,2019-10-03 07:10:00.000,34259,,,,,,
1570086900,2019-10-03 07:15:00.000,36493,,,,,,
1570087200,2019-10-03 07:20:00.000,36242,,,,,,
1570087500,2019-10-03 07:25:00.000,36397,,,,,,
1570087800,2019-10-03 07:30:00.000,34417,,,,,,
1570088100,2019-10-03 07:35:00.000,11648,,,,,,
1570088400,2019-10-03 07:40:00.000,34236,,,,,,
1570088700,2019-10-03 07:45:00.000,34209,,,,,,
1570089000,2019-10-03 07:50:00.000,36185,,,,,,
1570089300,2019-10-03 07:55:00.000,48664,,,,,,
