Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570132800,2019-10-03 20:00:00.000,57.977879N 10.547308E 183m,GNSS locked,10,Time OK,Coarse lock,2300,8500,90,2291,
1570133100,2019-10-03 20:05:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,5900,8561,90,0,
1570133400,2019-10-03 20:10:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,16700,8561,90,0,
1570133700,2019-10-03 20:15:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,29200,8561,90,0,
1570134000,2019-10-03 20:20:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,44100,8561,90,0,
1570134300,2019-10-03 20:25:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,500,8560,90,0,
1570134600,2019-10-03 20:30:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,9200,8560,90,0,
1570134900,2019-10-03 20:35:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,19100,8560,90,0,
1570135200,2019-10-03 20:40:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,30400,8560,90,0,
1570135500,2019-10-03 20:45:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,42900,8560,90,0,
1570135800,2019-10-03 20:50:00.000,57.977879N 10.547308E 183m,GNSS locked,9,Time OK,Fine lock,400,8562,100,312,
1570136100,2019-10-03 20:55:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,7500,8557,90,0,
