Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1569967200,2019-10-01 22:00:00.000,,,,465258,466158,464737,
1569967200,2019-10-01 22:00:00.000,18687,,,,,,
1569969000,2019-10-01 22:30:00.000,,,,465276,466173,464729,
1569967500,2019-10-01 22:05:00.000,15419,,,,,,
1569967800,2019-10-01 22:10:00.000,19975,,,,,,
1569968100,2019-10-01 22:15:00.000,17877,,,,,,
1569968400,2019-10-01 22:20:00.000,17130,,,,,,
1569968700,2019-10-01 22:25:00.000,18711,,,,,,
1569969000,2019-10-01 22:30:00.000,17598,,,,,,
1569969300,2019-10-01 22:35:00.000,18637,,,,,,
1569969600,2019-10-01 22:40:00.000,20412,,,,,,
1569969900,2019-10-01 22:45:00.000,20749,,,,,,
1569970200,2019-10-01 22:50:00.000,18651,,,,,,
1569970500,2019-10-01 22:55:00.000,16738,,,,,,
