Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570273200,2019-10-05 11:00:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,21600,8615,90,0,
1570273500,2019-10-05 11:05:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,32400,8615,90,0,
1570273800,2019-10-05 11:10:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,44500,8615,90,0,
1570274100,2019-10-05 11:15:00.000,57.977879N 10.547308E 183m,GNSS locked,10,Time OK,Fine lock,500,8619,100,520,
1570274400,2019-10-05 11:20:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,6700,8624,90,0,
1570274700,2019-10-05 11:25:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,18600,8624,90,0,
1570275000,2019-10-05 11:30:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,32000,8624,90,0,
1570275300,2019-10-05 11:35:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,47500,8624,90,0,
1570275600,2019-10-05 11:40:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,2900,8621,90,0,
1570275900,2019-10-05 11:45:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,12700,8621,90,0,
1570276200,2019-10-05 11:50:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,23100,8621,90,0,
1570276500,2019-10-05 11:55:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,33400,8621,90,0,
