Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570359600,2019-10-06 11:00:00.000,,,,465192,466046,464653,
1570359600,2019-10-06 11:00:00.000,27762,,,,,,
1570361400,2019-10-06 11:30:00.000,,,,465180,466035,464634,
1570359900,2019-10-06 11:05:00.000,28515,,,,,,
1570360200,2019-10-06 11:10:00.000,33266,,,,,,
1570360500,2019-10-06 11:15:00.000,24640,,,,,,
1570360800,2019-10-06 11:20:00.000,27839,,,,,,
1570361100,2019-10-06 11:25:00.000,25658,,,,,,
1570361400,2019-10-06 11:30:00.000,27237,,,,,,
1570361700,2019-10-06 11:35:00.000,26907,,,,,,
1570362000,2019-10-06 11:40:00.000,22201,,,,,,
1570362300,2019-10-06 11:45:00.000,28579,,,,,,
1570362600,2019-10-06 11:50:00.000,26768,,,,,,
1570362900,2019-10-06 11:55:00.000,26699,,,,,,
