Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1569942000,2019-10-01 15:00:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,8100,8662,90,0,
1569942300,2019-10-01 15:05:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,23000,8662,90,0,
1569942600,2019-10-01 15:10:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,43200,8662,90,0,
1569942900,2019-10-01 15:15:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,1000,8656,90,0,
1569943200,2019-10-01 15:20:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,11300,8656,90,0,
1569943500,2019-10-01 15:25:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,25400,8656,90,0,
1569943800,2019-10-01 15:30:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,43100,8656,90,0,
1569944100,2019-10-01 15:35:00.000,57.977879N 10.547308E 183m,GNSS locked,10,Time OK,Fine lock,300,8642,100,208,
1569944400,2019-10-01 15:40:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,9800,8645,90,0,
1569944700,2019-10-01 15:45:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,22600,8645,90,0,
1569945000,2019-10-01 15:50:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,38900,8645,90,0,
1569945300,2019-10-01 15:55:00.000,57.977879N 10.547308E 183m,GNSS locked,10,Time OK,Fine lock,400,8647,100,312,
