Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570143600,2019-10-03 23:00:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,13400,8560,90,0,
1570143900,2019-10-03 23:05:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,22500,8560,90,0,
1570144200,2019-10-03 23:10:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,31000,8560,90,0,
1570144500,2019-10-03 23:15:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,40100,8560,90,0,
1570144800,2019-10-03 23:20:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,49800,8560,90,0,
1570145100,2019-10-03 23:25:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,800,8558,90,0,
1570145400,2019-10-03 23:30:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,9800,8558,90,0,
1570145700,2019-10-03 23:35:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,18500,8558,90,0,
1570146000,2019-10-03 23:40:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,27500,8558,90,0,
1570146300,2019-10-03 23:45:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,37300,8558,90,0,
1570146600,2019-10-03 23:50:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,48000,8558,90,0,
1570146900,2019-10-03 23:55:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,300,8557,90,0,
