Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570384800,2019-10-06 18:00:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,1700,8643,90,0,
1570385100,2019-10-06 18:05:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,14400,8643,90,0,
1570385400,2019-10-06 18:10:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,34600,8643,90,0,
1570385700,2019-10-06 18:15:00.000,57.977879N 10.547308E 183m,GNSS locked,10,Time OK,Fine lock,100,8624,100,0,
1570386000,2019-10-06 18:20:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,9300,8634,90,0,
1570386300,2019-10-06 18:25:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,25600,8634,90,0,
1570386600,2019-10-06 18:30:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,49800,8634,90,0,
1570386900,2019-10-06 18:35:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,3300,8617,90,0,
1570387200,2019-10-06 18:40:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,16900,8617,90,0,
1570387500,2019-10-06 18:45:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,36000,8617,90,0,
1570387800,2019-10-06 18:50:00.000,57.977879N 10.547308E 183m,GNSS locked,8,Time OK,Fine lock,400,8614,100,312,
1570388100,2019-10-06 18:55:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,8800,8610,90,0,
