Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570363200,2019-10-06 12:00:00.000,,,,465150,465988,464594,
1570363200,2019-10-06 12:00:00.000,28629,,,,,,
1570365000,2019-10-06 12:30:00.000,,,,465136,465958,464568,
1570363500,2019-10-06 12:05:00.000,26549,,,,,,
1570363800,2019-10-06 12:10:00.000,26544,,,,,,
1570364100,2019-10-06 12:15:00.000,26936,,,,,,
1570364400,2019-10-06 12:20:00.000,28460,,,,,,
1570364700,2019-10-06 12:25:00.000,26663,,,,,,
1570365000,2019-10-06 12:30:00.000,26850,,,,,,
1570365300,2019-10-06 12:35:00.000,26496,,,,,,
1570365600,2019-10-06 12:40:00.000,26852,,,,,,
1570365900,2019-10-06 12:45:00.000,26582,,,,,,
1570366200,2019-10-06 12:50:00.000,26486,,,,,,
1570366500,2019-10-06 12:55:00.000,26735,,,,,,
