Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570237200,2019-10-05 01:00:00.000,,,,465282,466179,464770,
1570237200,2019-10-05 01:00:00.000,26439,,,,,,
1570239000,2019-10-05 01:30:00.000,,,,465283,466183,464748,
1570237500,2019-10-05 01:05:00.000,26728,,,,,,
1570237800,2019-10-05 01:10:00.000,28240,,,,,,
1570238100,2019-10-05 01:15:00.000,27549,,,,,,
1570238400,2019-10-05 01:20:00.000,28304,,,,,,
1570238700,2019-10-05 01:25:00.000,28483,,,,,,
1570239000,2019-10-05 01:30:00.000,26467,,,,,,
1570239300,2019-10-05 01:35:00.000,28440,,,,,,
1570239600,2019-10-05 01:40:00.000,28526,,,,,,
1570239900,2019-10-05 01:45:00.000,23407,,,,,,
1570240200,2019-10-05 01:50:00.000,27210,,,,,,
1570240500,2019-10-05 01:55:00.000,27191,,,,,,
