Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570068000,2019-10-03 02:00:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,41000,8530,90,0,
1570068300,2019-10-03 02:05:00.000,57.977879N 10.547308E 183m,GNSS locked,8,Time OK,Coarse lock,600,8499,90,520,
1570068600,2019-10-03 02:10:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,5800,8528,90,0,
1570068900,2019-10-03 02:15:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,14700,8528,90,0,
1570069200,2019-10-03 02:20:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,24600,8528,90,0,
1570069500,2019-10-03 02:25:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,35600,8528,90,0,
1570069800,2019-10-03 02:30:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,48400,8528,90,0,
1570070100,2019-10-03 02:35:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,1800,8525,90,0,
1570070400,2019-10-03 02:40:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,10500,8525,90,0,
1570070700,2019-10-03 02:45:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,20100,8525,90,0,
1570071000,2019-10-03 02:50:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,31200,8525,90,0,
1570071300,2019-10-03 02:55:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,43400,8525,90,0,
