Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570042800,2019-10-02 19:00:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,2800,8605,90,0,
1570043100,2019-10-02 19:05:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,15800,8605,90,0,
1570043400,2019-10-02 19:10:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,35200,8605,90,0,
1570043700,2019-10-02 19:15:00.000,57.977879N 10.547308E 183m,GNSS locked,7,Time OK,Fine lock,300,8600,100,-312,
1570044000,2019-10-02 19:20:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,10300,8601,90,0,
1570044300,2019-10-02 19:25:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,27100,8601,90,0,
1570044600,2019-10-02 19:30:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,49700,8601,90,0,
1570044900,2019-10-02 19:35:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,3100,8594,90,0,
1570045200,2019-10-02 19:40:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,15700,8594,90,0,
1570045500,2019-10-02 19:45:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,33600,8594,90,0,
1570045800,2019-10-02 19:50:00.000,57.977879N 10.547308E 183m,GNSS locked,9,Time OK,Coarse lock,1400,8551,90,1250,
1570046100,2019-10-02 19:55:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,6000,8586,90,0,
