Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570446000,2019-10-07 11:00:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,35100,8604,90,0,
1570446300,2019-10-07 11:05:00.000,57.977879N 10.547308E 183m,GNSS locked,10,Time OK,Coarse lock,800,8628,90,-729,
1570446600,2019-10-07 11:10:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,6600,8614,90,0,
1570446900,2019-10-07 11:15:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,22100,8614,90,0,
1570447200,2019-10-07 11:20:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,43900,8614,90,0,
1570447500,2019-10-07 11:25:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,2300,8622,90,0,
1570447800,2019-10-07 11:30:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,15500,8622,90,0,
1570448100,2019-10-07 11:35:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,34400,8622,90,0,
1570448400,2019-10-07 11:40:00.000,57.977879N 10.547308E 183m,GNSS locked,9,Time OK,Fine lock,500,8627,100,-416,
1570448700,2019-10-07 11:45:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,10400,8630,90,0,
1570449000,2019-10-07 11:50:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,25900,8630,90,0,
1570449300,2019-10-07 11:55:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,47500,8630,90,0,
