Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570032000,2019-10-02 16:00:00.000,,,,465100,465901,464511,
1570032000,2019-10-02 16:00:00.000,19860,,,,,,
1570033800,2019-10-02 16:30:00.000,,,,465101,465892,464512,
1570032300,2019-10-02 16:05:00.000,19036,,,,,,
1570032600,2019-10-02 16:10:00.000,20042,,,,,,
1570032900,2019-10-02 16:15:00.000,20278,,,,,,
1570033200,2019-10-02 16:20:00.000,19031,,,,,,
1570033500,2019-10-02 16:25:00.000,20794,,,,,,
1570033800,2019-10-02 16:30:00.000,18594,,,,,,
1570034100,2019-10-02 16:35:00.000,20507,,,,,,
1570034400,2019-10-02 16:40:00.000,18666,,,,,,
1570034700,2019-10-02 16:45:00.000,18637,,,,,,
1570035000,2019-10-02 16:50:00.000,18577,,,,,,
1570035300,2019-10-02 16:55:00.000,20634,,,,,,
