Time(longsecs),Time(UTC),Earth Location,GPS Receiver Status,GPS Satellites Used,GPS PDOP,GPS TDOP,Timing Status,Timing Phase Lock,Timing Uncertainty(ns),DAC Count,Timing Error(ns),GPS Last Update Time,
1570028445,2019-10-02 15:00:45.722,57.990628N 10.574511E 187m,Off,6,2.3229492E0,1.3995334E0,Time OK,Free running,11000,9651,0,2019-10-02 14:49:42.000000000,
1570028505,2019-10-02 15:01:45.752,57.990628N 10.574511E 187m,Off,6,2.3229492E0,1.3995334E0,Time OK,Free running,12400,9651,0,2019-10-02 14:49:42.000000000,
1570028565,2019-10-02 15:02:45.722,57.990628N 10.574511E 187m,Off,6,2.3229492E0,1.3995334E0,Time OK,Free running,14200,9651,0,2019-10-02 14:49:42.000000000,
1570028625,2019-10-02 15:03:45.722,57.990628N 10.574511E 187m,Off,6,2.3229492E0,1.3995334E0,Time OK,Free running,15900,9651,0,2019-10-02 14:49:42.000000000,
1570028685,2019-10-02 15:04:45.725,57.990628N 10.574511E 187m,Off,6,2.3229492E0,1.3995334E0,Time OK,Free running,17400,9651,0,2019-10-02 14:49:42.000000000,
1570028745,2019-10-02 15:05:45.722,57.990628N 10.574511E 187m,Off,6,2.3229492E0,1.3995334E0,Time OK,Free running,18900,9651,0,2019-10-02 14:49:42.000000000,
1570028805,2019-10-02 15:06:45.722,57.990628N 10.574511E 187m,Off,6,2.3229492E0,1.3995334E0,Time OK,Free running,20200,9651,0,2019-10-02 14:49:42.000000000,
1570028865,2019-10-02 15:07:45.725,57.990628N 10.574511E 187m,Off,6,2.3229492E0,1.3995334E0,Time OK,Free running,21400,9651,0,2019-10-02 14:49:42.000000000,
1570028925,2019-10-02 15:08:45.722,57.990628N 10.574511E 187m,Off,6,2.3229492E0,1.3995334E0,Time OK,Free running,22700,9651,0,2019-10-02 14:49:42.000000000,
1570028985,2019-10-02 15:09:45.722,57.990628N 10.574511E 187m,Off,6,2.3229492E0,1.3995334E0,Time OK,Free running,24000,9651,0,2019-10-02 14:49:42.000000000,
1570029045,2019-10-02 15:10:45.722,57.990628N 10.574511E 187m,Off,6,2.3229492E0,1.3995334E0,Time OK,Free running,25100,9651,0,2019-10-02 14:49:42.000000000,
1570029105,2019-10-02 15:11:45.722,57.990628N 10.574511E 187m,Off,6,2.3229492E0,1.3995334E0,Time OK,Free running,26400,9651,0,2019-10-02 14:49:42.000000000,
1570029165,2019-10-02 15:12:45.722,57.990628N 10.574511E 187m,Off,6,2.3229492E0,1.3995334E0,Time OK,Free running,27900,9651,0,2019-10-02 14:49:42.000000000,
1570029225,2019-10-02 15:13:45.756,57.990628N 10.574511E 187m,Off,6,2.3229492E0,1.3995334E0,Time OK,Free running,29200,9651,0,2019-10-02 14:49:42.000000000,
1570029285,2019-10-02 15:14:45.722,57.990628N 10.574511E 187m,Off,6,2.3229492E0,1.3995334E0,Time OK,Free running,30400,9651,0,2019-10-02 14:49:42.000000000,
1570029345,2019-10-02 15:15:45.722,57.990628N 10.574511E 187m,Off,6,2.3229492E0,1.3995334E0,Time OK,Free running,31800,9651,0,2019-10-02 14:49:42.000000000,
1570029405,2019-10-02 15:16:45.722,57.990628N 10.574511E 187m,Off,6,2.3229492E0,1.3995334E0,Time OK,Free running,33300,9651,0,2019-10-02 14:49:42.000000000,
1570029465,2019-10-02 15:17:45.723,57.990628N 10.574511E 187m,Off,6,2.3229492E0,1.3995334E0,Time OK,Free running,34600,9651,0,2019-10-02 14:49:42.000000000,
