Time(longsecs),Time(UTC),External SOH Voltage 1(V),External SOH Voltage 2(V),External SOH Voltage 3(V),External SOH Voltage 4(V),Sensor SOH Voltage 1(V),Sensor SOH Voltage 2(V),Sensor SOH Voltage 3(V),
1570010445,2019-10-02 10:00:45.722,-1.373291E-4,-7.318735E-3,-7.8320503E-4,-9.942055E-4,3.4501553E-1,3.41156E-1,3.4966373E-1,
1570010505,2019-10-02 10:01:45.722,-2.7606487E-3,-1.0737896E-2,-3.435135E-3,-4.2295456E-3,3.3731842E-1,3.3188057E-1,3.414173E-1,
1570010565,2019-10-02 10:02:45.722,-9.3507767E-4,-8.816004E-3,-2.1848679E-3,-2.2354126E-3,3.389244E-1,3.3485317E-1,3.4210587E-1,
1570010625,2019-10-02 10:03:45.722,-2.6876926E-3,-1.0150194E-2,-3.5514832E-3,-4.200697E-3,3.373022E-1,3.327093E-1,3.409958E-1,
1570010685,2019-10-02 10:04:45.722,1.4955997E-3,-6.453514E-3,-2.7298927E-4,3.373623E-4,3.4975624E-1,3.4562016E-1,3.5432816E-1,
1570010745,2019-10-02 10:05:45.725,1.355648E-3,-6.0071945E-3,-1.01327896E-4,3.7884712E-4,3.521967E-1,3.4671688E-1,3.546095E-1,
1570010805,2019-10-02 10:06:45.761,-6.353855E-4,-7.5781345E-3,-9.4246864E-4,-1.6820431E-3,3.446722E-1,3.3916092E-1,3.469324E-1,
1570010865,2019-10-02 10:07:45.722,-2.5675297E-3,-1.0207415E-2,-3.5910606E-3,-3.8480759E-3,3.3794022E-1,3.331566E-1,3.415289E-1,
1570010925,2019-10-02 10:08:45.723,-6.4873695E-4,-8.390665E-3,-1.6658306E-3,-1.8796921E-3,3.479576E-1,3.4199238E-1,3.499174E-1,
1570010985,2019-10-02 10:09:45.722,-2.5689602E-3,-1.0453224E-2,-3.600359E-3,-4.3303967E-3,3.4184647E-1,3.3590984E-1,3.4479713E-1,
1570011045,2019-10-02 10:10:45.722,-3.2377243E-4,-8.092403E-3,-1.1265278E-3,-1.5583038E-3,3.3960056E-1,3.3404922E-1,3.439436E-1,
1570011105,2019-10-02 10:11:45.722,1.3468266E-3,-6.3700676E-3,9.0432167E-4,1.0704994E-4,3.50214E-1,3.443985E-1,3.5161114E-1,
1570011165,2019-10-02 10:12:45.722,1.6171932E-3,-6.1762333E-3,2.837181E-4,1.1205673E-5,3.4994125E-1,3.4438992E-1,3.52293E-1,
1570011225,2019-10-02 10:13:45.722,-1.654625E-4,-7.841587E-3,-1.324892E-3,-1.6276836E-3,3.455429E-1,3.3974838E-1,3.4817123E-1,
1570011285,2019-10-02 10:14:45.722,-2.5582314E-3,-1.0457516E-2,-3.550768E-3,-4.0979385E-3,3.332758E-1,3.292818E-1,3.3688164E-1,
1570011345,2019-10-02 10:15:45.722,-2.6504993E-3,-1.04186535E-2,-3.6325455E-3,-3.904581E-3,3.373661E-1,3.3256912E-1,3.4092999E-1,
1570011405,2019-10-02 10:16:45.722,-1.0812283E-3,-8.591652E-3,-2.2633076E-3,-1.9290447E-3,3.3521652E-1,3.3121967E-1,3.3780766E-1,
1570011465,2019-10-02 10:17:45.723,-2.4988651E-3,-1.0212421E-2,-4.089594E-3,-4.4653416E-3,3.343134E-1,3.290043E-1,3.3569527E-1,
1570011525,2019-10-02 10:18:45.723,1.7971992E-3,-5.906582E-3,6.067753E-4,7.5411797E-4,3.5170555E-1,3.480749E-1,3.5407925E-1,
1570011585,2019-10-02 10:19:45.725,1.6379356E-3,-6.033659E-3,3.7622452E-4,3.5476685E-4,3.5107327E-1,3.4672356E-1,3.5450554E-1,
1570011645,2019-10-02 10:20:45.722,-2.6419163E-3,-9.931326E-3,-3.586769E-3,-3.535986E-3,3.3519173E-1,3.2897377E-1,3.3722496E-1,
1570011705,2019-10-02 10:21:45.725,-3.7574768E-4,-7.870913E-3,-1.2924671E-3,-1.8136501E-3,3.4073067E-1,3.3600998E-1,3.4316158E-1,
1570011765,2019-10-02 10:22:45.722,-1.142025E-4,-8.072853E-3,-1.7688274E-3,-2.0666122E-3,3.4460258E-1,3.404808E-1,3.4679413E-1,
1570011825,2019-10-02 10:23:45.725,-4.4107437E-4,-8.327484E-3,-1.4858246E-3,-1.8780231E-3,3.3548927E-1,3.3065987E-1,3.3924675E-1,
1570011885,2019-10-02 10:24:45.722,1.5497208E-5,-7.853508E-3,-1.1174679E-3,-1.8334389E-3,3.45356E-1,3.3930779E-1,3.48238E-1,
1570011945,2019-10-02 10:25:45.722,1.6930103E-3,-6.3476562E-3,3.4093857E-4,8.940697E-5,3.5025215E-1,3.4367275E-1,3.5261536E-1,
1570012005,2019-10-02 10:26:45.722,2.0837784E-3,-6.3927174E-3,9.2458725E-4,9.822845E-4,3.4577465E-1,3.4174538E-1,3.4862423E-1,
1570012065,2019-10-02 10:27:45.722,1.7998219E-3,-6.1342716E-3,9.551048E-4,2.7394295E-4,3.5264015E-1,3.4723377E-1,3.5421276E-1,
1570012125,2019-10-02 10:28:45.722,1.5933514E-3,-5.7632923E-3,5.545616E-4,4.2653084E-4,3.4996033E-1,3.4498405E-1,3.520136E-1,
1570012185,2019-10-02 10:29:45.722,-2.5663376E-3,-1.01521015E-2,-3.1032562E-3,-3.9744377E-3,3.388424E-1,3.3188057E-1,3.404951E-1,
1570012245,2019-10-02 10:30:45.722,-3.902912E-4,-7.870913E-3,-1.5552044E-3,-2.1071434E-3,3.4594822E-1,3.4142494E-1,3.4948063E-1,
1570012305,2019-10-02 10:31:45.722,-5.1498413E-5,-7.8117847E-3,-1.1661053E-3,-9.0765953E-4,3.4410954E-1,3.3999062E-1,3.470173E-1,
1570012365,2019-10-02 10:32:45.723,1.7285347E-3,-6.195545E-3,4.7445297E-4,3.464222E-4,3.4963703E-1,3.4457016E-1,3.529911E-1,
1570012425,2019-10-02 10:33:45.724,-6.651878E-5,-7.479906E-3,-9.5152855E-4,-1.7104149E-3,3.4448624E-1,3.4002304E-1,3.4796238E-1,
1570012485,2019-10-02 10:34:45.722,2.5892258E-4,-7.580042E-3,-1.0662079E-3,-1.7068386E-3,3.4469032E-1,3.4136295E-1,3.495865E-1,
1570012545,2019-10-02 10:35:45.722,-2.8250217E-3,-1.0356426E-2,-3.7076473E-3,-3.6804676E-3,3.3778858E-1,3.3165455E-1,3.4168625E-1,
1570012605,2019-10-02 10:36:45.730,-2.6447773E-3,-1.0046005E-2,-3.50976E-3,-3.959894E-3,3.37327E-1,3.3256245E-1,3.3911896E-1,
1570012665,2019-10-02 10:37:45.722,-2.560854E-3,-1.0215759E-2,-3.3221245E-3,-4.058838E-3,3.3360195E-1,3.2818317E-1,3.3677006E-1,
1570012725,2019-10-02 10:38:45.725,-6.1273575E-4,-7.771492E-3,-1.2471676E-3,-1.6474724E-3,3.4536457E-1,3.4029865E-1,3.475914E-1,
1570012785,2019-10-02 10:39:45.722,1.663208E-3,-6.311178E-3,6.453991E-4,1.01327896E-4,3.453846E-1,3.4044743E-1,3.4929466E-1,
1570012845,2019-10-02 10:40:45.740,-1.885891E-4,-7.986307E-3,-1.242876E-3,-1.762867E-3,3.4369755E-1,3.3878326E-1,3.4757423E-1,
1570012905,2019-10-02 10:41:45.725,-2.4466515E-3,-1.0495663E-2,-3.7679672E-3,-4.1544437E-3,3.3727455E-1,3.327675E-1,3.4041786E-1,
1570012965,2019-10-02 10:42:45.722,-2.623558E-3,-1.1051655E-2,-3.685236E-3,-4.014015E-3,3.3980083E-1,3.3491707E-1,3.4378815E-1,
1570013025,2019-10-02 10:43:45.723,1.6820431E-3,-6.1068535E-3,5.2285194E-4,-2.117157E-4,3.5013866E-1,3.4450626E-1,3.5268688E-1,
1570013085,2019-10-02 10:44:45.723,-2.3150444E-4,-7.856607E-3,-1.0011196E-3,-1.7845631E-3,3.4584904E-1,3.4167576E-1,3.4908485E-1,
1570013145,2019-10-02 10:45:45.722,7.9631805E-5,-7.720232E-3,-6.7806244E-4,-1.5525818E-3,3.448696E-1,3.3858585E-1,3.489046E-1,
1570013205,2019-10-02 10:46:45.724,-5.5527687E-4,-8.386612E-3,-1.896143E-3,-1.9943714E-3,3.4445667E-1,3.381672E-1,3.4640408E-1,
1570013265,2019-10-02 10:47:45.722,1.7971992E-3,-6.020069E-3,5.247593E-4,1.1253357E-4,3.5000134E-1,3.4459972E-1,3.517866E-1,
1570013325,2019-10-02 10:48:45.725,-2.4425983E-3,-9.98354E-3,-3.2846928E-3,-3.8917065E-3,3.374138E-1,3.3257484E-1,3.4049225E-1,
1570013385,2019-10-02 10:49:45.722,-7.839203E-4,-8.474827E-3,-1.7950535E-3,-2.1412373E-3,3.4388542E-1,3.379984E-1,3.4783363E-1,
1570013445,2019-10-02 10:50:45.722,-5.3715706E-4,-8.352518E-3,-1.6620159E-3,-2.0821095E-3,3.4541416E-1,3.3822823E-1,3.4314537E-1,
1570013505,2019-10-02 10:51:45.722,1.8856525E-3,-6.3285828E-3,3.4070015E-4,1.18255615E-4,3.4969044E-1,3.4477615E-1,3.5276985E-1,
1570013565,2019-10-02 10:52:45.727,-2.6130676E-4,-7.807255E-3,-1.3608932E-3,-1.4512539E-3,3.469677E-1,3.4156132E-1,3.4814644E-1,
1570013625,2019-10-02 10:53:45.722,-2.2599697E-3,-1.0214806E-2,-3.5011768E-3,-3.8149357E-3,3.377037E-1,3.3333015E-1,3.3903408E-1,
1570013685,2019-10-02 10:54:45.722,3.182888E-4,-7.884502E-3,-1.1000633E-3,-1.404047E-3,3.4959888E-1,3.4415627E-1,3.5321808E-1,
1570013745,2019-10-02 10:55:45.722,-5.891323E-4,-8.6045265E-3,-2.0611286E-3,-2.2950172E-3,3.3886623E-1,3.3468533E-1,3.4203053E-1,
1570013805,2019-10-02 10:56:45.722,-2.423048E-3,-1.0578871E-2,-3.4575462E-3,-3.93939E-3,3.347454E-1,3.2866287E-1,3.370571E-1,
1570013865,2019-10-02 10:57:45.722,1.9681454E-3,-6.3586235E-3,5.464554E-4,3.3569336E-4,3.5188103E-1,3.4581947E-1,3.541546E-1,
1570013925,2019-10-02 10:58:45.722,-1.3065338E-4,-7.6589584E-3,-1.324892E-3,-1.6055107E-3,3.439045E-1,3.3920765E-1,3.4798336E-1,
1570013985,2019-10-02 10:59:45.722,-2.6187897E-3,-1.0620832E-2,-3.3566952E-3,-4.1708946E-3,3.3772373E-1,3.3187675E-1,3.406067E-1,
