Time(longsecs),Time(UTC),Earth Location,GPS Receiver Status,GPS Satellites Used,GPS PDOP,GPS TDOP,Timing Status,Timing Phase Lock,Timing Uncertainty(ns),DAC Count,Timing Error(ns),GPS Last Update Time,
1570050045,2019-10-02 21:00:45.722,57.990536N 10.574497E 195m,Off,6,2.5187926E0,1.3341058E0,Time OK,Free running,17800,8949,0,2019-10-02 20:47:02.000000000,
1570050105,2019-10-02 21:01:45.722,57.990536N 10.574497E 195m,Off,6,2.5187926E0,1.3341058E0,Time OK,Free running,19700,8949,0,2019-10-02 20:47:02.000000000,
1570050165,2019-10-02 21:02:45.722,57.990536N 10.574497E 195m,Off,6,2.5187926E0,1.3341058E0,Time OK,Free running,21700,8949,0,2019-10-02 20:47:02.000000000,
1570050225,2019-10-02 21:03:45.722,57.990536N 10.574497E 195m,Off,6,2.5187926E0,1.3341058E0,Time OK,Free running,23500,8949,0,2019-10-02 20:47:02.000000000,
1570050285,2019-10-02 21:04:45.722,57.990536N 10.574497E 195m,Off,6,2.5187926E0,1.3341058E0,Time OK,Free running,25300,8949,0,2019-10-02 20:47:02.000000000,
1570050345,2019-10-02 21:05:45.722,57.990536N 10.574497E 195m,Off,6,2.5187926E0,1.3341058E0,Time OK,Free running,27100,8949,0,2019-10-02 20:47:02.000000000,
1570050405,2019-10-02 21:06:45.722,57.990536N 10.574497E 195m,Off,6,2.5187926E0,1.3341058E0,Time OK,Free running,28800,8949,0,2019-10-02 20:47:02.000000000,
1570050465,2019-10-02 21:07:45.722,57.990536N 10.574497E 195m,Off,6,2.5187926E0,1.3341058E0,Time OK,Free running,30800,8949,0,2019-10-02 20:47:02.000000000,
1570050525,2019-10-02 21:08:45.722,57.990536N 10.574497E 195m,Off,6,2.5187926E0,1.3341058E0,Time OK,Free running,33000,8949,0,2019-10-02 20:47:02.000000000,
1570050585,2019-10-02 21:09:45.722,57.990536N 10.574497E 195m,Off,6,2.5187926E0,1.3341058E0,Time OK,Free running,35300,8949,0,2019-10-02 20:47:02.000000000,
1570050645,2019-10-02 21:10:45.722,57.990536N 10.574497E 195m,Off,6,2.5187926E0,1.3341058E0,Time OK,Free running,37700,8949,0,2019-10-02 20:47:02.000000000,
1570050705,2019-10-02 21:11:45.722,57.990536N 10.574497E 195m,Off,6,2.5187926E0,1.3341058E0,Time OK,Free running,39900,8949,0,2019-10-02 20:47:02.000000000,
1570050765,2019-10-02 21:12:45.722,57.990536N 10.574497E 195m,Off,6,2.5187926E0,1.3341058E0,Time OK,Free running,42000,8949,0,2019-10-02 20:47:02.000000000,
1570050825,2019-10-02 21:13:45.722,57.990536N 10.574497E 195m,Off,6,2.5187926E0,1.3341058E0,Time OK,Free running,44300,8949,0,2019-10-02 20:47:02.000000000,
1570050885,2019-10-02 21:14:45.722,57.990536N 10.574497E 195m,Off,6,2.5187926E0,1.3341058E0,Time OK,Free running,46600,8949,0,2019-10-02 20:47:02.000000000,
1570050945,2019-10-02 21:15:45.722,57.990536N 10.574497E 195m,Off,6,2.5187926E0,1.3341058E0,Time OK,Free running,48900,8949,0,2019-10-02 20:47:02.000000000,
1570051005,2019-10-02 21:16:45.722,57.990536N 10.574497E 195m,Off,6,2.5187926E0,1.3341058E0,Time OK,Free running,51500,8949,0,2019-10-02 20:47:02.000000000,
1570051065,2019-10-02 21:17:45.723,57.990508N 10.574455E 196m,Doing fixes,5,3.080819E0,2.0054157E0,Time OK,Coarse lock,100,8349,5625,2019-10-02 21:17:42.000000000,
1570051125,2019-10-02 21:18:45.722,57.990528N 10.574504E 200m,Doing fixes,5,3.0939686E0,2.019535E0,Time OK,Fine lock,100,8928,0,2019-10-02 21:18:42.000000000,
1570051185,2019-10-02 21:19:45.722,57.990536N 10.574516E 199m,Off,5,3.103206E0,2.0291753E0,Time OK,Free running,300,8922,0,2019-10-02 21:19:22.000000000,
1570051245,2019-10-02 21:20:45.722,57.990536N 10.574516E 199m,Off,5,3.103206E0,2.0291753E0,Time OK,Free running,1200,8922,0,2019-10-02 21:19:22.000000000,
1570051305,2019-10-02 21:21:45.722,57.990536N 10.574516E 199m,Off,5,3.103206E0,2.0291753E0,Time OK,Free running,2200,8922,0,2019-10-02 21:19:22.000000000,
