Time(longsecs),Time(UTC),Earth Location,GPS Receiver Status,GPS Satellites Used,GPS PDOP,GPS TDOP,Timing Status,Timing Phase Lock,Timing Uncertainty(ns),DAC Count,Timing Error(ns),GPS Last Update Time,
1570006845,2019-10-02 09:00:45.722,57.990628N 10.574525E 214m,Off,6,3.1641533E0,1.6581098E0,Time OK,Free running,47300,9002,0,2019-10-02 08:23:22.000000000,
1570006905,2019-10-02 09:01:45.722,57.990628N 10.574525E 214m,Off,6,3.1641533E0,1.6581098E0,Time OK,Free running,49500,9002,0,2019-10-02 08:23:22.000000000,
1570006965,2019-10-02 09:02:45.723,57.990628N 10.574525E 214m,Off,6,3.1641533E0,1.6581098E0,Time OK,Free running,51800,9002,0,2019-10-02 08:23:22.000000000,
1570007025,2019-10-02 09:03:45.723,57.990304N 10.574281E 221m,Doing fixes,5,4.4042387E0,1.9745961E0,Time OK,Free running,53800,9002,0,2019-10-02 09:03:42.000000000,
1570007085,2019-10-02 09:04:45.723,57.990472N 10.574370E 212m,Doing fixes,6,5.537321E0,4.2248807E0,Time OK,Fine lock,100,9061,0,2019-10-02 09:04:42.000000000,
1570007145,2019-10-02 09:05:45.723,57.990588N 10.574490E 195m,Doing fixes,7,2.8175085E0,1.7919797E0,Time OK,Fine lock,100,9039,-104,2019-10-02 09:05:42.000000000,
1570007205,2019-10-02 09:06:45.723,57.990592N 10.574501E 195m,Doing fixes,6,3.0026276E0,1.9769942E0,Time OK,Fine lock,100,9030,0,2019-10-02 09:06:42.000000000,
1570007265,2019-10-02 09:07:45.733,57.990592N 10.574500E 195m,Off,7,2.831745E0,1.8085705E0,Time OK,Free running,800,9027,0,2019-10-02 09:06:52.000000000,
1570007325,2019-10-02 09:08:45.722,57.990592N 10.574500E 195m,Off,7,2.831745E0,1.8085705E0,Time OK,Free running,2000,9027,0,2019-10-02 09:06:52.000000000,
1570007385,2019-10-02 09:09:45.722,57.990592N 10.574500E 195m,Off,7,2.831745E0,1.8085705E0,Time OK,Free running,3400,9027,0,2019-10-02 09:06:52.000000000,
1570007445,2019-10-02 09:10:45.722,57.990592N 10.574500E 195m,Off,7,2.831745E0,1.8085705E0,Time OK,Free running,4700,9027,0,2019-10-02 09:06:52.000000000,
1570007505,2019-10-02 09:11:45.722,57.990592N 10.574500E 195m,Off,7,2.831745E0,1.8085705E0,Time OK,Free running,5700,9027,0,2019-10-02 09:06:52.000000000,
1570007565,2019-10-02 09:12:45.722,57.990592N 10.574500E 195m,Off,7,2.831745E0,1.8085705E0,Time OK,Free running,6600,9027,0,2019-10-02 09:06:52.000000000,
1570007625,2019-10-02 09:13:45.722,57.990592N 10.574500E 195m,Off,7,2.831745E0,1.8085705E0,Time OK,Free running,7700,9027,0,2019-10-02 09:06:52.000000000,
1570007685,2019-10-02 09:14:45.722,57.990592N 10.574500E 195m,Off,7,2.831745E0,1.8085705E0,Time OK,Free running,8700,9027,0,2019-10-02 09:06:52.000000000,
1570007745,2019-10-02 09:15:45.722,57.990592N 10.574500E 195m,Off,7,2.831745E0,1.8085705E0,Time OK,Free running,9700,9027,0,2019-10-02 09:06:52.000000000,
1570007805,2019-10-02 09:16:45.722,57.990592N 10.574500E 195m,Off,7,2.831745E0,1.8085705E0,Time OK,Free running,10900,9027,0,2019-10-02 09:06:52.000000000,
1570007865,2019-10-02 09:17:45.722,57.990592N 10.574500E 195m,Off,7,2.831745E0,1.8085705E0,Time OK,Free running,12200,9027,0,2019-10-02 09:06:52.000000000,
1570007925,2019-10-02 09:18:45.722,57.990592N 10.574500E 195m,Off,7,2.831745E0,1.8085705E0,Time OK,Free running,13200,9027,0,2019-10-02 09:06:52.000000000,
