Time(longsecs),Time(UTC),Earth Location,GPS Receiver Status,GPS Satellites Used,GPS PDOP,GPS TDOP,Timing Status,Timing Phase Lock,Timing Uncertainty(ns),DAC Count,Timing Error(ns),GPS Last Update Time,
1570035645,2019-10-02 17:00:45.722,57.990472N 10.574363E 220m,Off,5,4.9444685E0,3.6937191E0,Time OK,Free running,17700,9429,0,2019-10-02 16:49:02.000000000,
1570035705,2019-10-02 17:01:45.722,57.990472N 10.574363E 220m,Off,5,4.9444685E0,3.6937191E0,Time OK,Free running,20100,9429,0,2019-10-02 16:49:02.000000000,
1570035765,2019-10-02 17:02:45.723,57.990472N 10.574363E 220m,Off,5,4.9444685E0,3.6937191E0,Time OK,Free running,22500,9429,0,2019-10-02 16:49:02.000000000,
1570035825,2019-10-02 17:03:45.722,57.990472N 10.574363E 220m,Off,5,4.9444685E0,3.6937191E0,Time OK,Free running,25300,9429,0,2019-10-02 16:49:02.000000000,
1570035885,2019-10-02 17:04:45.722,57.990472N 10.574363E 220m,Off,5,4.9444685E0,3.6937191E0,Time OK,Free running,28300,9429,0,2019-10-02 16:49:02.000000000,
1570035945,2019-10-02 17:05:45.722,57.990472N 10.574363E 220m,Off,5,4.9444685E0,3.6937191E0,Time OK,Free running,31300,9429,0,2019-10-02 16:49:02.000000000,
1570036005,2019-10-02 17:06:45.722,57.990472N 10.574363E 220m,Off,5,4.9444685E0,3.6937191E0,Time OK,Free running,34600,9429,0,2019-10-02 16:49:02.000000000,
1570036065,2019-10-02 17:07:45.722,57.990472N 10.574363E 220m,Off,5,4.9444685E0,3.6937191E0,Time OK,Free running,38100,9429,0,2019-10-02 16:49:02.000000000,
1570036125,2019-10-02 17:08:45.732,57.990472N 10.574363E 220m,Off,5,4.9444685E0,3.6937191E0,Time OK,Free running,41800,9429,0,2019-10-02 16:49:02.000000000,
1570036185,2019-10-02 17:09:45.722,57.990472N 10.574363E 220m,Off,5,4.9444685E0,3.6937191E0,Time OK,Free running,45800,9429,0,2019-10-02 16:49:02.000000000,
1570036245,2019-10-02 17:10:45.722,57.990472N 10.574363E 220m,Off,5,4.9444685E0,3.6937191E0,Time OK,Free running,49700,9429,0,2019-10-02 16:49:02.000000000,
1570036305,2019-10-02 17:11:45.722,57.990472N 10.574363E 220m,Off,5,4.9444685E0,3.6937191E0,Time OK,Free running,53600,9429,0,2019-10-02 16:49:02.000000000,
1570036365,2019-10-02 17:12:45.723,57.990588N 10.574568E 182m,Doing fixes,6,2.601542E0,10.584658E0,Time OK,Coarse lock,100,7287,21458,2019-10-02 17:12:42.000000000,
1570036425,2019-10-02 17:13:45.723,57.990572N 10.574530E 192m,Doing fixes,5,3.844993E0,2.6952968E0,Time OK,Coarse lock,100,9346,-104,2019-10-02 17:13:42.000000000,
1570036485,2019-10-02 17:14:45.722,57.990592N 10.574502E 194m,Off,6,2.7734444E0,10.5578121E0,Time OK,Free running,300,9333,0,2019-10-02 17:14:22.000000000,
1570036545,2019-10-02 17:15:45.722,57.990592N 10.574502E 194m,Off,6,2.7734444E0,10.5578121E0,Time OK,Free running,1200,9333,0,2019-10-02 17:14:22.000000000,
1570036605,2019-10-02 17:16:45.722,57.990592N 10.574502E 194m,Off,6,2.7734444E0,10.5578121E0,Time OK,Free running,2000,9333,0,2019-10-02 17:14:22.000000000,
1570036665,2019-10-02 17:17:45.722,57.990592N 10.574502E 194m,Off,6,2.7734444E0,10.5578121E0,Time OK,Free running,2900,9333,0,2019-10-02 17:14:22.000000000,
1570036725,2019-10-02 17:18:45.734,57.990592N 10.574502E 194m,Off,6,2.7734444E0,10.5578121E0,Time OK,Free running,4000,9333,0,2019-10-02 17:14:22.000000000,
1570036785,2019-10-02 17:19:45.723,57.990592N 10.574502E 194m,Off,6,2.7734444E0,10.5578121E0,Time OK,Free running,5200,9333,0,2019-10-02 17:14:22.000000000,
1570036845,2019-10-02 17:20:45.722,57.990592N 10.574502E 194m,Off,6,2.7734444E0,10.5578121E0,Time OK,Free running,6400,9333,0,2019-10-02 17:14:22.000000000,
1570036905,2019-10-02 17:21:45.722,57.990592N 10.574502E 194m,Off,6,2.7734444E0,10.5578121E0,Time OK,Free running,7700,9333,0,2019-10-02 17:14:22.000000000,
