Time(longsecs),Time(UTC),Earth Location,GPS Receiver Status,GPS Satellites Used,GPS PDOP,GPS TDOP,Timing Status,Timing Phase Lock,Timing Uncertainty(ns),DAC Count,Timing Error(ns),GPS Last Update Time,
1569949245,2019-10-01 17:00:45.722,57.990608N 10.574534E 203m,Off,6,4.8802743E0,3.3758445E0,Time OK,Free running,40100,9180,0,2019-10-01 16:24:02.000000000,
1569949305,2019-10-01 17:01:45.722,57.990608N 10.574534E 203m,Off,6,4.8802743E0,3.3758445E0,Time OK,Free running,41400,9180,0,2019-10-01 16:24:02.000000000,
1569949365,2019-10-01 17:02:45.722,57.990608N 10.574534E 203m,Off,6,4.8802743E0,3.3758445E0,Time OK,Free running,42700,9180,0,2019-10-01 16:24:02.000000000,
1569949425,2019-10-01 17:03:45.722,57.990608N 10.574534E 203m,Off,6,4.8802743E0,3.3758445E0,Time OK,Free running,43900,9180,0,2019-10-01 16:24:02.000000000,
1569949485,2019-10-01 17:04:45.722,57.990608N 10.574534E 203m,Off,6,4.8802743E0,3.3758445E0,Time OK,Free running,45500,9180,0,2019-10-01 16:24:02.000000000,
1569949545,2019-10-01 17:05:45.722,57.990608N 10.574534E 203m,Off,6,4.8802743E0,3.3758445E0,Time OK,Free running,47000,9180,0,2019-10-01 16:24:02.000000000,
1569949605,2019-10-01 17:06:45.722,57.990608N 10.574534E 203m,Off,6,4.8802743E0,3.3758445E0,Time OK,Free running,48200,9180,0,2019-10-01 16:24:02.000000000,
1569949665,2019-10-01 17:07:45.725,57.990608N 10.574534E 203m,Off,6,4.8802743E0,3.3758445E0,Time OK,Free running,49500,9180,0,2019-10-01 16:24:02.000000000,
1569949725,2019-10-01 17:08:45.722,57.990608N 10.574534E 203m,Off,6,4.8802743E0,3.3758445E0,Time OK,Free running,51000,9180,0,2019-10-01 16:24:02.000000000,
1569949785,2019-10-01 17:09:45.723,57.990592N 10.574506E 200m,Doing fixes,5,3.2178466E0,1.8988212E0,Time OK,Coarse lock,100,8006,12604,2019-10-01 17:09:42.000000000,
1569949845,2019-10-01 17:10:45.723,57.990584N 10.574510E 193m,Doing fixes,6,3.7321424E0,2.6428292E0,Time OK,Fine lock,100,9188,-104,2019-10-01 17:10:42.000000000,
1569949905,2019-10-01 17:11:45.723,57.990568N 10.574485E 200m,Doing fixes,6,2.616029E0,1.6249291E0,Time OK,Fine lock,100,9162,104,2019-10-01 17:11:42.000000000,
1569949965,2019-10-01 17:12:45.722,57.990596N 10.574515E 195m,Off,5,3.9906096E0,2.8534305E0,Time OK,Free running,200,9171,0,2019-10-01 17:12:32.000000000,
1569950025,2019-10-01 17:13:45.722,57.990596N 10.574515E 195m,Off,5,3.9906096E0,2.8534305E0,Time OK,Free running,1200,9171,0,2019-10-01 17:12:32.000000000,
1569950085,2019-10-01 17:14:45.722,57.990596N 10.574515E 195m,Off,5,3.9906096E0,2.8534305E0,Time OK,Free running,2400,9171,0,2019-10-01 17:12:32.000000000,
1569950145,2019-10-01 17:15:45.722,57.990596N 10.574515E 195m,Off,5,3.9906096E0,2.8534305E0,Time OK,Free running,3200,9171,0,2019-10-01 17:12:32.000000000,
1569950205,2019-10-01 17:16:45.738,57.990596N 10.574515E 195m,Off,5,3.9906096E0,2.8534305E0,Time OK,Free running,4200,9171,0,2019-10-01 17:12:32.000000000,
1569950265,2019-10-01 17:17:45.722,57.990596N 10.574515E 195m,Off,5,3.9906096E0,2.8534305E0,Time OK,Free running,5600,9171,0,2019-10-01 17:12:32.000000000,
1569950325,2019-10-01 17:18:45.725,57.990596N 10.574515E 195m,Off,5,3.9906096E0,2.8534305E0,Time OK,Free running,6800,9171,0,2019-10-01 17:12:32.000000000,
1569950385,2019-10-01 17:19:45.725,57.990596N 10.574515E 195m,Off,5,3.9906096E0,2.8534305E0,Time OK,Free running,8000,9171,0,2019-10-01 17:12:32.000000000,
1569950445,2019-10-01 17:20:45.722,57.990596N 10.574515E 195m,Off,5,3.9906096E0,2.8534305E0,Time OK,Free running,8900,9171,0,2019-10-01 17:12:32.000000000,
1569950505,2019-10-01 17:21:45.722,57.990596N 10.574515E 195m,Off,5,3.9906096E0,2.8534305E0,Time OK,Free running,9900,9171,0,2019-10-01 17:12:32.000000000,
1569950565,2019-10-01 17:22:45.722,57.990596N 10.574515E 195m,Off,5,3.9906096E0,2.8534305E0,Time OK,Free running,10900,9171,0,2019-10-01 17:12:32.000000000,
1569950625,2019-10-01 17:23:45.722,57.990596N 10.574515E 195m,Off,5,3.9906096E0,2.8534305E0,Time OK,Free running,12300,9171,0,2019-10-01 17:12:32.000000000,
1569950685,2019-10-01 17:24:45.756,57.990596N 10.574515E 195m,Off,5,3.9906096E0,2.8534305E0,Time OK,Free running,13400,9171,0,2019-10-01 17:12:32.000000000,
1569950745,2019-10-01 17:25:45.722,57.990596N 10.574515E 195m,Off,5,3.9906096E0,2.8534305E0,Time OK,Free running,14600,9171,0,2019-10-01 17:12:32.000000000,
