Time(longsecs),Time(UTC),Earth Location,GPS Receiver Status,GPS Satellites Used,GPS PDOP,GPS TDOP,Timing Status,Timing Phase Lock,Timing Uncertainty(ns),DAC Count,Timing Error(ns),GPS Last Update Time,
1569913225,2019-10-01 07:00:25.267,57.990636N 10.574458E 187m,Off,6,4.204501E0,3.1883528E0,Time OK,Free running,48700,9216,0,2019-10-01 06:17:52.000000000,
1569913285,2019-10-01 07:01:25.269,57.990636N 10.574458E 187m,Off,6,4.204501E0,3.1883528E0,Time OK,Free running,50000,9216,0,2019-10-01 06:17:52.000000000,
1569913345,2019-10-01 07:02:25.269,57.990636N 10.574458E 187m,Off,6,4.204501E0,3.1883528E0,Time OK,Free running,51300,9216,0,2019-10-01 06:17:52.000000000,
1569913405,2019-10-01 07:03:25.267,57.990612N 10.574567E 193m,Doing fixes,5,1.8537816E0,6.687949E-1,Time OK,Coarse lock,100,9181,416,2019-10-01 07:03:22.000000000,
1569913465,2019-10-01 07:04:25.267,57.990600N 10.574514E 197m,Off,6,3.4241443E0,2.3609734E0,Time OK,Free running,300,9215,0,2019-10-01 07:04:02.000000000,
1569913525,2019-10-01 07:05:25.267,57.990600N 10.574514E 197m,Off,6,3.4241443E0,2.3609734E0,Time OK,Free running,1200,9215,0,2019-10-01 07:04:02.000000000,
1569913585,2019-10-01 07:06:25.284,57.990600N 10.574514E 197m,Off,6,3.4241443E0,2.3609734E0,Time OK,Free running,2000,9215,0,2019-10-01 07:04:02.000000000,
1569913645,2019-10-01 07:07:25.267,57.990600N 10.574514E 197m,Off,6,3.4241443E0,2.3609734E0,Time OK,Free running,2800,9215,0,2019-10-01 07:04:02.000000000,
1569913705,2019-10-01 07:08:25.267,57.990600N 10.574514E 197m,Off,6,3.4241443E0,2.3609734E0,Time OK,Free running,3700,9215,0,2019-10-01 07:04:02.000000000,
1569913765,2019-10-01 07:09:25.267,57.990600N 10.574514E 197m,Off,6,3.4241443E0,2.3609734E0,Time OK,Free running,4500,9215,0,2019-10-01 07:04:02.000000000,
1569913825,2019-10-01 07:10:25.267,57.990600N 10.574514E 197m,Off,6,3.4241443E0,2.3609734E0,Time OK,Free running,5300,9215,0,2019-10-01 07:04:02.000000000,
1569913885,2019-10-01 07:11:25.267,57.990600N 10.574514E 197m,Off,6,3.4241443E0,2.3609734E0,Time OK,Free running,6200,9215,0,2019-10-01 07:04:02.000000000,
1569913945,2019-10-01 07:12:25.267,57.990600N 10.574514E 197m,Off,6,3.4241443E0,2.3609734E0,Time OK,Free running,7000,9215,0,2019-10-01 07:04:02.000000000,
1569914005,2019-10-01 07:13:25.267,57.990600N 10.574514E 197m,Off,6,3.4241443E0,2.3609734E0,Time OK,Free running,7800,9215,0,2019-10-01 07:04:02.000000000,
1569914065,2019-10-01 07:14:25.267,57.990600N 10.574514E 197m,Off,6,3.4241443E0,2.3609734E0,Time OK,Free running,8700,9215,0,2019-10-01 07:04:02.000000000,
1569914125,2019-10-01 07:15:25.267,57.990600N 10.574514E 197m,Off,6,3.4241443E0,2.3609734E0,Time OK,Free running,9500,9215,0,2019-10-01 07:04:02.000000000,
1569914185,2019-10-01 07:16:25.318,57.990600N 10.574514E 197m,Off,6,3.4241443E0,2.3609734E0,Time OK,Free running,10400,9215,0,2019-10-01 07:04:02.000000000,
1569914245,2019-10-01 07:17:25.267,57.990600N 10.574514E 197m,Off,6,3.4241443E0,2.3609734E0,Time OK,Free running,11400,9215,0,2019-10-01 07:04:02.000000000,
1569914305,2019-10-01 07:18:25.267,57.990600N 10.574514E 197m,Off,6,3.4241443E0,2.3609734E0,Time OK,Free running,12200,9215,0,2019-10-01 07:04:02.000000000,
1569914365,2019-10-01 07:19:25.279,57.990600N 10.574514E 197m,Off,6,3.4241443E0,2.3609734E0,Time OK,Free running,13100,9215,0,2019-10-01 07:04:02.000000000,
1569914425,2019-10-01 07:20:25.267,57.990600N 10.574514E 197m,Off,6,3.4241443E0,2.3609734E0,Time OK,Free running,14000,9215,0,2019-10-01 07:04:02.000000000,
1569914485,2019-10-01 07:21:25.267,57.990600N 10.574514E 197m,Off,6,3.4241443E0,2.3609734E0,Time OK,Free running,14800,9215,0,2019-10-01 07:04:02.000000000,
1569914545,2019-10-01 07:22:25.267,57.990600N 10.574514E 197m,Off,6,3.4241443E0,2.3609734E0,Time OK,Free running,15600,9215,0,2019-10-01 07:04:02.000000000,
1569914605,2019-10-01 07:23:25.267,57.990600N 10.574514E 197m,Off,6,3.4241443E0,2.3609734E0,Time OK,Free running,16600,9215,0,2019-10-01 07:04:02.000000000,
1569914665,2019-10-01 07:24:25.267,57.990600N 10.574514E 197m,Off,6,3.4241443E0,2.3609734E0,Time OK,Free running,17400,9215,0,2019-10-01 07:04:02.000000000,
1569914725,2019-10-01 07:25:25.267,57.990600N 10.574514E 197m,Off,6,3.4241443E0,2.3609734E0,Time OK,Free running,18300,9215,0,2019-10-01 07:04:02.000000000,
