Time(longsecs),Time(UTC),GPS Satellite Acquisition Flag 1,GPS Satellite Acquisition Flag 2,GPS Satellite Acquisition Flag 3,GPS Satellite Acquisition Flag 4,GPS Satellite Acquisition Flag 5,GPS Satellite Acquisition Flag 6,GPS Satellite Acquisition Flag 7,GPS Satellite Acquisition Flag 8,GPS Satellite Acquisition Flag 9,GPS Satellite Acquisition Flag 10,GPS Satellite Acquisition Flag 11,GPS Satellite Acquisition Flag 12,GPS Satellite Azimuth 1(Degrees),GPS Satellite Azimuth 2(Degrees),GPS Satellite Azimuth 3(Degrees),GPS Satellite Azimuth 4(Degrees),GPS Satellite Azimuth 5(Degrees),GPS Satellite Azimuth 6(Degrees),GPS Satellite Azimuth 7(Degrees),GPS Satellite Azimuth 8(Degrees),GPS Satellite Azimuth 9(Degrees),GPS Satellite Azimuth 10(Degrees),GPS Satellite Azimuth 11(Degrees),GPS Satellite Azimuth 12(Degrees),GPS Satellite Elevation 1(Degrees),GPS Satellite Elevation 2(Degrees),GPS Satellite Elevation 3(Degrees),GPS Satellite Elevation 4(Degrees),GPS Satellite Elevation 5(Degrees),GPS Satellite Elevation 6(Degrees),GPS Satellite Elevation 7(Degrees),GPS Satellite Elevation 8(Degrees),GPS Satellite Elevation 9(Degrees),GPS Satellite Elevation 10(Degrees),GPS Satellite Elevation 11(Degrees),GPS Satellite Elevation 12(Degrees),GPS Satellite PRN 1,GPS Satellite PRN 2,GPS Satellite PRN 3,GPS Satellite PRN 4,GPS Satellite PRN 5,GPS Satellite PRN 6,GPS Satellite PRN 7,GPS Satellite PRN 8,GPS Satellite PRN 9,GPS Satellite PRN 10,GPS Satellite PRN 11,GPS Satellite PRN 12,GPS Satellite Signal Level 1(AMU),GPS Satellite Signal Level 2(AMU),GPS Satellite Signal Level 3(AMU),GPS Satellite Signal Level 4(AMU),GPS Satellite Signal Level 5(AMU),GPS Satellite Signal Level 6(AMU),GPS Satellite Signal Level 7(AMU),GPS Satellite Signal Level 8(AMU),GPS Satellite Signal Level 9(AMU),GPS Satellite Signal Level 10(AMU),GPS Satellite Signal Level 11(AMU),GPS Satellite Signal Level 12(AMU),
1569906025,2019-10-01 05:00:25.267,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,,,,,4.5118812E1,3.00799776E2,1.6051350399999998E2,1.2305959999999999E2,2.9410889599999996E2,6.4364724E1,2.0519814399999998E2,2.56933472E2,,,,,1.4341482E1,4.0267216E1,6.1834236E1,1.7313912E1,6.9551552E1,4.208042E1,3.8074704E1,1.2468369E1,,,,,5,16,21,25,26,29,31,27,,,,,1,4,14,2,10,3,15,0,,,,,
1569906085,2019-10-01 05:01:25.267,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,,,,,4.5118812E1,3.00799776E2,1.6051350399999998E2,1.2305959999999999E2,2.9410889599999996E2,6.4364724E1,2.0519814399999998E2,2.56933472E2,,,,,1.4341482E1,4.0267216E1,6.1834236E1,1.7313912E1,6.9551552E1,4.208042E1,3.8074704E1,1.2468369E1,,,,,5,16,21,25,26,29,31,27,,,,,1,4,14,2,10,3,15,0,,,,,
1569906145,2019-10-01 05:02:25.267,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,,,,,4.5118812E1,3.00799776E2,1.6051350399999998E2,1.2305959999999999E2,2.9410889599999996E2,6.4364724E1,2.0519814399999998E2,2.56933472E2,,,,,1.4341482E1,4.0267216E1,6.1834236E1,1.7313912E1,6.9551552E1,4.208042E1,3.8074704E1,1.2468369E1,,,,,5,16,21,25,26,29,31,27,,,,,1,4,14,2,10,3,15,0,,,,,
1569906205,2019-10-01 05:03:25.267,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,,,,,4.5118812E1,3.00799776E2,1.6051350399999998E2,1.2305959999999999E2,2.9410889599999996E2,6.4364724E1,2.0519814399999998E2,2.56933472E2,,,,,1.4341482E1,4.0267216E1,6.1834236E1,1.7313912E1,6.9551552E1,4.208042E1,3.8074704E1,1.2468369E1,,,,,5,16,21,25,26,29,31,27,,,,,1,4,14,2,10,3,15,0,,,,,
1569906265,2019-10-01 05:04:25.267,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,,,,,4.5118812E1,3.00799776E2,1.6051350399999998E2,1.2305959999999999E2,2.9410889599999996E2,6.4364724E1,2.0519814399999998E2,2.56933472E2,,,,,1.4341482E1,4.0267216E1,6.1834236E1,1.7313912E1,6.9551552E1,4.208042E1,3.8074704E1,1.2468369E1,,,,,5,16,21,25,26,29,31,27,,,,,1,4,14,2,10,3,15,0,,,,,
1569906325,2019-10-01 05:05:25.267,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,,,,,4.5118812E1,3.00799776E2,1.6051350399999998E2,1.2305959999999999E2,2.9410889599999996E2,6.4364724E1,2.0519814399999998E2,2.56933472E2,,,,,1.4341482E1,4.0267216E1,6.1834236E1,1.7313912E1,6.9551552E1,4.208042E1,3.8074704E1,1.2468369E1,,,,,5,16,21,25,26,29,31,27,,,,,1,4,14,2,10,3,15,0,,,,,
1569906385,2019-10-01 05:06:25.267,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,,,,,4.5118812E1,3.00799776E2,1.6051350399999998E2,1.2305959999999999E2,2.9410889599999996E2,6.4364724E1,2.0519814399999998E2,2.56933472E2,,,,,1.4341482E1,4.0267216E1,6.1834236E1,1.7313912E1,6.9551552E1,4.208042E1,3.8074704E1,1.2468369E1,,,,,5,16,21,25,26,29,31,27,,,,,1,4,14,2,10,3,15,0,,,,,
1569906445,2019-10-01 05:07:25.267,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,,,,,4.5118812E1,3.00799776E2,1.6051350399999998E2,1.2305959999999999E2,2.9410889599999996E2,6.4364724E1,2.0519814399999998E2,2.56933472E2,,,,,1.4341482E1,4.0267216E1,6.1834236E1,1.7313912E1,6.9551552E1,4.208042E1,3.8074704E1,1.2468369E1,,,,,5,16,21,25,26,29,31,27,,,,,1,4,14,2,10,3,15,0,,,,,
1569906505,2019-10-01 05:08:25.267,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,,,,,4.5118812E1,3.00799776E2,1.6051350399999998E2,1.2305959999999999E2,2.9410889599999996E2,6.4364724E1,2.0519814399999998E2,2.56933472E2,,,,,1.4341482E1,4.0267216E1,6.1834236E1,1.7313912E1,6.9551552E1,4.208042E1,3.8074704E1,1.2468369E1,,,,,5,16,21,25,26,29,31,27,,,,,1,4,14,2,10,3,15,0,,,,,
1569906565,2019-10-01 05:09:25.267,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,,,,,4.5118812E1,3.00799776E2,1.6051350399999998E2,1.2305959999999999E2,2.9410889599999996E2,6.4364724E1,2.0519814399999998E2,2.56933472E2,,,,,1.4341482E1,4.0267216E1,6.1834236E1,1.7313912E1,6.9551552E1,4.208042E1,3.8074704E1,1.2468369E1,,,,,5,16,21,25,26,29,31,27,,,,,1,4,14,2,10,3,15,0,,,,,
