Time(longsecs),Time(UTC),External SOH Voltage 1(V),External SOH Voltage 2(V),External SOH Voltage 3(V),External SOH Voltage 4(V),Sensor SOH Voltage 1(V),Sensor SOH Voltage 2(V),Sensor SOH Voltage 3(V),
1569906025,2019-10-01 05:00:25.267,6.914139E-5,-7.543087E-3,-6.532669E-4,-1.3260841E-3,3.2688618E-1,3.2289124E-1,3.296051E-1,
1569906085,2019-10-01 05:01:25.267,8.416176E-5,-7.617712E-3,-1.3663769E-3,-1.4562607E-3,3.3463192E-1,3.287182E-1,3.377571E-1,
1569906145,2019-10-01 05:02:25.267,-6.44207E-4,-8.120537E-3,-1.6825199E-3,-2.3224354E-3,3.300495E-1,3.239498E-1,3.318739E-1,
1569906205,2019-10-01 05:03:25.267,-3.0517578E-5,-7.694483E-3,-7.381439E-4,-1.3642311E-3,3.2837677E-1,3.2339096E-1,3.318262E-1,
1569906265,2019-10-01 05:04:25.267,-2.5908947E-3,-1.0324001E-2,-3.5495758E-3,-3.9331913E-3,3.2168865E-1,3.1598568E-1,3.2499695E-1,
1569906325,2019-10-01 05:05:25.267,-8.678436E-5,-7.6887608E-3,-1.3904572E-3,-1.4059544E-3,3.284483E-1,3.223629E-1,3.311901E-1,
1569906385,2019-10-01 05:06:25.267,-7.972717E-4,-8.180857E-3,-1.4779568E-3,-2.5775433E-3,3.338518E-1,3.2836437E-1,3.3536243E-1,
1569906445,2019-10-01 05:07:25.267,-1.2285709E-3,-8.392096E-3,-2.0320415E-3,-2.4187565E-3,3.3115387E-1,3.249998E-1,3.3317852E-1,
1569906505,2019-10-01 05:08:25.267,1.9435883E-3,-5.410433E-3,9.0146065E-4,-5.390644E-4,3.3630753E-1,3.316164E-1,3.386917E-1,
1569906565,2019-10-01 05:09:25.267,2.1147728E-4,-7.6966286E-3,-9.589195E-4,-1.652956E-3,3.2995224E-1,3.241043E-1,3.3325005E-1,
1569906625,2019-10-01 05:10:25.269,1.8339157E-3,-6.398678E-3,7.324219E-4,1.3136864E-4,3.3658123E-1,3.309641E-1,3.3826923E-1,
