Time(longsecs),Time(UTC),External SOH Voltage 1(V),External SOH Voltage 2(V),External SOH Voltage 3(V),External SOH Voltage 4(V),Sensor SOH Voltage 1(V),Sensor SOH Voltage 2(V),Sensor SOH Voltage 3(V),
1569913225,2019-10-01 07:00:25.267,1.442194E-3,-5.841017E-3,8.702278E-4,3.2114983E-4,3.3665848E-1,3.2997227E-1,3.3941746E-1,
1569913285,2019-10-01 07:01:25.269,2.0036697E-3,-5.907297E-3,1.335144E-4,3.0875206E-4,3.436718E-1,3.3162975E-1,3.3936024E-1,
1569913345,2019-10-01 07:02:25.269,2.3303032E-3,-6.039858E-3,5.1498413E-4,3.876686E-4,3.3993816E-1,3.3563423E-1,3.3824158E-1,
1569913405,2019-10-01 07:03:25.267,9.560585E-5,-7.750511E-3,-1.6982555E-3,-1.5389919E-3,3.307104E-1,3.2459545E-1,3.3490372E-1,
1569913465,2019-10-01 07:04:25.267,1.679182E-3,-6.1256886E-3,5.7053566E-4,2.772808E-4,3.3338547E-1,3.291626E-1,3.4352493E-1,
1569913525,2019-10-01 07:05:25.267,1.449585E-4,-7.820606E-3,-1.1849403E-3,-1.3301373E-3,3.2893085E-1,3.2325554E-1,3.330927E-1,
1569913585,2019-10-01 07:06:25.284,-4.386902E-5,-8.0554485E-3,-1.395464E-3,-1.1451244E-3,3.3090687E-1,3.2537556E-1,3.3329868E-1,
1569913645,2019-10-01 07:07:25.267,1.7933846E-3,-6.1848164E-3,5.507469E-4,6.341934E-5,3.3483124E-1,3.289299E-1,3.387394E-1,
1569913705,2019-10-01 07:08:25.267,-2.257347E-3,-9.930134E-3,-3.5419464E-3,-3.5891533E-3,3.2197E-1,3.17132E-1,3.2897282E-1,
1569913765,2019-10-01 07:09:25.267,3.7407875E-4,-7.815123E-3,-1.0931492E-3,-1.1286736E-3,3.3163548E-1,3.24646E-1,3.3303452E-1,
1569913825,2019-10-01 07:10:25.267,5.531311E-5,-7.843733E-3,-1.0881424E-3,-1.5480518E-3,3.299837E-1,3.2486057E-1,3.3265305E-1,
1569913885,2019-10-01 07:11:25.267,-9.763241E-4,-8.584738E-3,-1.5456676E-3,-2.1502972E-3,3.339672E-1,3.280363E-1,3.3576584E-1,
1569913945,2019-10-01 07:12:25.267,-8.587837E-4,-8.270025E-3,-1.3804436E-3,-2.900362E-3,3.2921028E-1,3.2485104E-1,3.3273506E-1,
1569914005,2019-10-01 07:13:25.267,-1.0271072E-3,-8.367062E-3,-9.7346306E-4,-1.9435883E-3,3.2977867E-1,3.235855E-1,3.2983208E-1,
1569914065,2019-10-01 07:14:25.267,-2.0384789E-4,-8.364916E-3,-1.430273E-3,-2.662897E-3,3.2868958E-1,3.2231998E-1,3.3122063E-1,
1569914125,2019-10-01 07:15:25.267,3.886223E-5,-7.8930855E-3,-7.6532364E-4,-1.855135E-3,3.293686E-1,3.2581043E-1,3.3812904E-1,
1569914185,2019-10-01 07:16:25.318,2.8944016E-4,-7.809162E-3,-1.5201569E-3,-1.5101433E-3,3.2838345E-1,3.2361412E-1,3.308735E-1,
1569914245,2019-10-01 07:17:25.267,-9.9897385E-5,-7.725954E-3,-6.556511E-4,-1.3408661E-3,3.2792854E-1,3.2168007E-1,3.3248234E-1,
