Time(longsecs),Time(UTC),GPS Satellite Acquisition Flag 1,GPS Satellite Acquisition Flag 2,GPS Satellite Acquisition Flag 3,GPS Satellite Acquisition Flag 4,GPS Satellite Acquisition Flag 5,GPS Satellite Acquisition Flag 6,GPS Satellite Acquisition Flag 7,GPS Satellite Acquisition Flag 8,GPS Satellite Acquisition Flag 9,GPS Satellite Acquisition Flag 10,GPS Satellite Acquisition Flag 11,GPS Satellite Acquisition Flag 12,GPS Satellite Azimuth 1(Degrees),GPS Satellite Azimuth 2(Degrees),GPS Satellite Azimuth 3(Degrees),GPS Satellite Azimuth 4(Degrees),GPS Satellite Azimuth 5(Degrees),GPS Satellite Azimuth 6(Degrees),GPS Satellite Azimuth 7(Degrees),GPS Satellite Azimuth 8(Degrees),GPS Satellite Azimuth 9(Degrees),GPS Satellite Azimuth 10(Degrees),GPS Satellite Azimuth 11(Degrees),GPS Satellite Azimuth 12(Degrees),GPS Satellite Elevation 1(Degrees),GPS Satellite Elevation 2(Degrees),GPS Satellite Elevation 3(Degrees),GPS Satellite Elevation 4(Degrees),GPS Satellite Elevation 5(Degrees),GPS Satellite Elevation 6(Degrees),GPS Satellite Elevation 7(Degrees),GPS Satellite Elevation 8(Degrees),GPS Satellite Elevation 9(Degrees),GPS Satellite Elevation 10(Degrees),GPS Satellite Elevation 11(Degrees),GPS Satellite Elevation 12(Degrees),GPS Satellite PRN 1,GPS Satellite PRN 2,GPS Satellite PRN 3,GPS Satellite PRN 4,GPS Satellite PRN 5,GPS Satellite PRN 6,GPS Satellite PRN 7,GPS Satellite PRN 8,GPS Satellite PRN 9,GPS Satellite PRN 10,GPS Satellite PRN 11,GPS Satellite PRN 12,GPS Satellite Signal Level 1(AMU),GPS Satellite Signal Level 2(AMU),GPS Satellite Signal Level 3(AMU),GPS Satellite Signal Level 4(AMU),GPS Satellite Signal Level 5(AMU),GPS Satellite Signal Level 6(AMU),GPS Satellite Signal Level 7(AMU),GPS Satellite Signal Level 8(AMU),GPS Satellite Signal Level 9(AMU),GPS Satellite Signal Level 10(AMU),GPS Satellite Signal Level 11(AMU),GPS Satellite Signal Level 12(AMU),
1569963645,2019-10-01 21:00:45.722,Acquired,Acquired,Acquired,Not acquired,Acquired,Acquired,Acquired,Not acquired,,,,,1.87779472E2,1.1379493599999999E2,2.87546464E2,3.12653728E2,2.61370224E2,6.6316692E1,7.1755488E1,1.14956904E2,,,,,1.8287622E1,7.264072E1,6.815248799999999E1,2.1521608E1,2.9930695999999998E1,4.9616028E1,1.8692832E1,1.2916839999999999E1,,,,,5,13,15,20,24,28,30,17,,,,,6,12,14,0,7,5,2,0,,,,,
1569963705,2019-10-01 21:01:45.722,Acquired,Acquired,Acquired,Not acquired,Acquired,Acquired,Acquired,Not acquired,,,,,1.87779472E2,1.1379493599999999E2,2.87546464E2,3.12653728E2,2.61370224E2,6.6316692E1,7.1755488E1,1.14956904E2,,,,,1.8287622E1,7.264072E1,6.815248799999999E1,2.1521608E1,2.9930695999999998E1,4.9616028E1,1.8692832E1,1.2916839999999999E1,,,,,5,13,15,20,24,28,30,17,,,,,6,12,14,0,7,5,2,0,,,,,
1569963765,2019-10-01 21:02:45.722,Acquired,Acquired,Acquired,Not acquired,Acquired,Acquired,Acquired,Not acquired,,,,,1.87779472E2,1.1379493599999999E2,2.87546464E2,3.12653728E2,2.61370224E2,6.6316692E1,7.1755488E1,1.14956904E2,,,,,1.8287622E1,7.264072E1,6.815248799999999E1,2.1521608E1,2.9930695999999998E1,4.9616028E1,1.8692832E1,1.2916839999999999E1,,,,,5,13,15,20,24,28,30,17,,,,,6,12,14,0,7,5,2,0,,,,,
1569963825,2019-10-01 21:03:45.722,Acquired,Acquired,Acquired,Not acquired,Acquired,Acquired,Acquired,Not acquired,,,,,1.87779472E2,1.1379493599999999E2,2.87546464E2,3.12653728E2,2.61370224E2,6.6316692E1,7.1755488E1,1.14956904E2,,,,,1.8287622E1,7.264072E1,6.815248799999999E1,2.1521608E1,2.9930695999999998E1,4.9616028E1,1.8692832E1,1.2916839999999999E1,,,,,5,13,15,20,24,28,30,17,,,,,6,12,14,0,7,5,2,0,,,,,
1569963885,2019-10-01 21:04:45.722,Acquired,Acquired,Acquired,Not acquired,Acquired,Acquired,Acquired,Not acquired,,,,,1.87779472E2,1.1379493599999999E2,2.87546464E2,3.12653728E2,2.61370224E2,6.6316692E1,7.1755488E1,1.14956904E2,,,,,1.8287622E1,7.264072E1,6.815248799999999E1,2.1521608E1,2.9930695999999998E1,4.9616028E1,1.8692832E1,1.2916839999999999E1,,,,,5,13,15,20,24,28,30,17,,,,,6,12,14,0,7,5,2,0,,,,,
1569963945,2019-10-01 21:05:45.722,Acquired,Acquired,Acquired,Not acquired,Acquired,Acquired,Acquired,Not acquired,,,,,1.87779472E2,1.1379493599999999E2,2.87546464E2,3.12653728E2,2.61370224E2,6.6316692E1,7.1755488E1,1.14956904E2,,,,,1.8287622E1,7.264072E1,6.815248799999999E1,2.1521608E1,2.9930695999999998E1,4.9616028E1,1.8692832E1,1.2916839999999999E1,,,,,5,13,15,20,24,28,30,17,,,,,6,12,14,0,7,5,2,0,,,,,
1569964005,2019-10-01 21:06:45.725,Acquired,Acquired,Acquired,Not acquired,Acquired,Acquired,Acquired,Not acquired,,,,,1.87779472E2,1.1379493599999999E2,2.87546464E2,3.12653728E2,2.61370224E2,6.6316692E1,7.1755488E1,1.14956904E2,,,,,1.8287622E1,7.264072E1,6.815248799999999E1,2.1521608E1,2.9930695999999998E1,4.9616028E1,1.8692832E1,1.2916839999999999E1,,,,,5,13,15,20,24,28,30,17,,,,,6,12,14,0,7,5,2,0,,,,,
1569964065,2019-10-01 21:07:45.722,Acquired,Acquired,Acquired,Not acquired,Acquired,Acquired,Acquired,Not acquired,,,,,1.87779472E2,1.1379493599999999E2,2.87546464E2,3.12653728E2,2.61370224E2,6.6316692E1,7.1755488E1,1.14956904E2,,,,,1.8287622E1,7.264072E1,6.815248799999999E1,2.1521608E1,2.9930695999999998E1,4.9616028E1,1.8692832E1,1.2916839999999999E1,,,,,5,13,15,20,24,28,30,17,,,,,6,12,14,0,7,5,2,0,,,,,
1569964125,2019-10-01 21:08:45.734,Acquired,Acquired,Acquired,Not acquired,Acquired,Acquired,Acquired,Not acquired,,,,,1.87779472E2,1.1379493599999999E2,2.87546464E2,3.12653728E2,2.61370224E2,6.6316692E1,7.1755488E1,1.14956904E2,,,,,1.8287622E1,7.264072E1,6.815248799999999E1,2.1521608E1,2.9930695999999998E1,4.9616028E1,1.8692832E1,1.2916839999999999E1,,,,,5,13,15,20,24,28,30,17,,,,,6,12,14,0,7,5,2,0,,,,,
1569964185,2019-10-01 21:09:45.722,Acquired,Acquired,Acquired,Not acquired,Acquired,Acquired,Acquired,Not acquired,,,,,1.87779472E2,1.1379493599999999E2,2.87546464E2,3.12653728E2,2.61370224E2,6.6316692E1,7.1755488E1,1.14956904E2,,,,,1.8287622E1,7.264072E1,6.815248799999999E1,2.1521608E1,2.9930695999999998E1,4.9616028E1,1.8692832E1,1.2916839999999999E1,,,,,5,13,15,20,24,28,30,17,,,,,6,12,14,0,7,5,2,0,,,,,
